state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,dec2_avg,dec2_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
AL,1974,AL1974,AL1,0.133,0.986,0.015,0.711,0.001,0.650,1.356,1.000,542248,937070,1983851,2958635,420,412,8
AL,1976,AL1976,AL1,0.133,0.986,0.015,0.711,0.001,0.650,1.356,1.000,542248,937070,1983851,2958635,420,412,8
AL,1978,AL1978,AL1,0.133,0.986,0.015,0.711,0.001,0.650,1.356,1.000,542248,937070,1983851,2958635,420,412,8
AL,1980,AL1980,AL1,0.133,0.986,0.015,0.711,0.001,0.650,1.356,1.000,542248,937070,1983851,2958635,420,412,8
AL,1986,AL1986,AL2,0.383,1.000,0.050,0.839,0.049,0.954,1.100,0.999,338976,2106057,2330513,4890066,420,352,68
AL,1988,AL1988,AL2,0.383,1.000,0.050,0.839,0.049,0.954,1.100,0.999,338976,2106057,2330513,4890066,420,352,68
AL,1990,AL1990,AL2,0.383,1.000,0.050,0.839,0.049,0.954,1.100,0.999,338976,2106057,2330513,4890066,420,352,68
AL,1992,AL1992,AL2,0.383,1.000,0.050,0.839,0.049,0.954,1.100,0.999,338976,2106057,2330513,4890066,420,352,68
AL,1994,AL1994,AL3,0.093,0.939,0.011,0.691,0.004,0.670,0.370,0.876,1082604,1456722,2764384,5078651,420,286,134
AL,1996,AL1996,AL3,0.093,0.939,0.011,0.691,0.004,0.670,0.370,0.876,1082604,1456722,2764384,5078651,420,286,134
AL,1998,AL1998,AL3,0.093,0.939,0.011,0.691,0.004,0.670,0.370,0.876,1082604,1456722,2764384,5078651,420,286,134
AL,2000,AL2000,AL3,0.093,0.939,0.011,0.691,0.004,0.670,0.370,0.876,1082604,1456722,2764384,5078651,420,286,134
AL,2002,AL2002,AL4,0.014,0.702,-0.012,0.697,0.003,0.661,-0.020,0.650,1691506,1655862,3501970,6694736,525,295,230
AL,2004,AL2004,AL4,0.014,0.702,-0.012,0.697,0.003,0.661,-0.020,0.650,1691506,1655862,3501970,6694736,525,295,230
AL,2006,AL2006,AL4,0.014,0.702,-0.012,0.697,0.003,0.661,-0.020,0.650,1691506,1655862,3501970,6694736,525,295,230
AL,2008,AL2008,AL4,0.014,0.702,-0.012,0.697,0.003,0.661,-0.020,0.650,1691506,1655862,3501970,6694736,525,295,230
AL,2010,AL2010,AL4,0.014,0.702,-0.012,0.697,0.003,0.661,-0.020,0.650,1691506,1655862,3501970,6694736,525,295,230
AL,2012,AL2012,AL5,-0.073,0.900,-0.112,0.967,-0.031,0.853,-0.260,0.821,416016,296365,699722,1424763,105,43,62
AL,2014,AL2014,AL5.1,-0.110,0.965,-0.140,0.994,-0.067,0.987,-0.794,0.981,790935,452674,1149347,2487217,210,66,144
AL,2016,AL2016,AL5.1,-0.110,0.965,-0.140,0.994,-0.067,0.987,-0.794,0.981,790935,452674,1149347,2487217,210,66,144
AL,2018,AL2018,AL5.2,-0.090,0.933,-0.146,0.997,-0.088,1.000,-0.911,0.987,1042280,669329,1466773,3423219,210,56,154
AL,2020,AL2020,AL5.2,-0.090,0.933,-0.146,0.997,-0.088,1.000,-0.911,0.987,1042280,669329,1466773,3423219,210,56,154
AL,2022,AL2022,AL6,0.078,0.911,-0.140,0.994,-0.084,0.996,-0.332,0.868,306793,416789,498192,1447165,105,28,77
AR,1992,AR1992,AR3,0.153,0.993,0.035,0.777,0.011,0.730,0.779,0.979,856701,1479779,2729228,4672959,499,410,89
AR,1994,AR1994,AR3,0.153,0.993,0.035,0.777,0.011,0.730,0.779,0.979,856701,1479779,2729228,4672959,499,410,89
AR,1996,AR1996,AR3,0.153,0.993,0.035,0.777,0.011,0.730,0.779,0.979,856701,1479779,2729228,4672959,499,410,89
AR,1998,AR1998,AR3,0.153,0.993,0.035,0.777,0.011,0.730,0.779,0.979,856701,1479779,2729228,4672959,499,410,89
AR,2000,AR2000,AR3,0.153,0.993,0.035,0.777,0.011,0.730,0.779,0.979,856701,1479779,2729228,4672959,499,410,89
AR,2002,AR2002,AR4,0.110,0.971,0.027,0.751,0.013,0.744,0.399,0.896,931506,1338392,2449750,4539796,500,344,156
AR,2004,AR2004,AR4,0.110,0.971,0.027,0.751,0.013,0.744,0.399,0.896,931506,1338392,2449750,4539796,500,344,156
AR,2006,AR2006,AR4,0.110,0.971,0.027,0.751,0.013,0.744,0.399,0.896,931506,1338392,2449750,4539796,500,344,156
AR,2008,AR2008,AR4,0.110,0.971,0.027,0.751,0.013,0.744,0.399,0.896,931506,1338392,2449750,4539796,500,344,156
AR,2010,AR2010,AR4,0.110,0.971,0.027,0.751,0.013,0.744,0.399,0.896,931506,1338392,2449750,4539796,500,344,156
AR,2012,AR2012,AR5,-0.025,0.754,-0.077,0.911,-0.035,0.886,-0.387,0.889,1405889,1196921,2182640,5205619,500,158,342
AR,2014,AR2014,AR5,-0.025,0.754,-0.077,0.911,-0.035,0.886,-0.387,0.889,1405889,1196921,2182640,5205619,500,158,342
AR,2016,AR2016,AR5,-0.025,0.754,-0.077,0.911,-0.035,0.886,-0.387,0.889,1405889,1196921,2182640,5205619,500,158,342
AR,2018,AR2018,AR5,-0.025,0.754,-0.077,0.911,-0.035,0.886,-0.387,0.889,1405889,1196921,2182640,5205619,500,158,342
AR,2020,AR2020,AR5,-0.025,0.754,-0.077,0.911,-0.035,0.886,-0.387,0.889,1405889,1196921,2182640,5205619,500,158,342
AR,2022,AR2022,AR6,-0.026,0.758,-0.120,0.976,-0.048,0.946,-0.871,0.983,224618,204158,302909,857551,100,18,82
AZ,1974,AZ1974,AZ1,-0.019,0.722,-0.047,0.823,-0.013,0.745,-0.140,0.755,290757,227291,501996,1036094,60,27,33
AZ,1976,AZ1976,AZ2,-0.028,0.764,-0.059,0.862,-0.029,0.837,-0.294,0.843,1976521,1421297,2913975,6795637,300,100,200
AZ,1978,AZ1978,AZ2,-0.028,0.764,-0.059,0.862,-0.029,0.837,-0.294,0.843,1976521,1421297,2913975,6795637,300,100,200
AZ,1980,AZ1980,AZ2,-0.028,0.764,-0.059,0.862,-0.029,0.837,-0.294,0.843,1976521,1421297,2913975,6795637,300,100,200
AZ,1982,AZ1982,AZ2,-0.028,0.764,-0.059,0.862,-0.029,0.837,-0.294,0.843,1976521,1421297,2913975,6795637,300,100,200
AZ,1984,AZ1984,AZ2,-0.028,0.764,-0.059,0.862,-0.029,0.837,-0.294,0.843,1976521,1421297,2913975,6795637,300,100,200
AZ,1986,AZ1986,AZ3,-0.010,0.682,-0.045,0.821,-0.025,0.815,-0.171,0.771,2708087,1959291,4316488,9334756,300,124,176
AZ,1988,AZ1988,AZ3,-0.010,0.682,-0.045,0.821,-0.025,0.815,-0.171,0.771,2708087,1959291,4316488,9334756,300,124,176
AZ,1990,AZ1990,AZ3,-0.010,0.682,-0.045,0.821,-0.025,0.815,-0.171,0.771,2708087,1959291,4316488,9334756,300,124,176
AZ,1992,AZ1992,AZ3,-0.010,0.682,-0.045,0.821,-0.025,0.815,-0.171,0.771,2708087,1959291,4316488,9334756,300,124,176
AZ,1994,AZ1994,AZ3,-0.010,0.682,-0.045,0.821,-0.025,0.815,-0.171,0.771,2708087,1959291,4316488,9334756,300,124,176
AZ,1996,AZ1996,AZ4,-0.057,0.854,-0.073,0.900,-0.033,0.873,-0.329,0.865,3867012,2251904,5623005,12237833,300,109,191
AZ,1998,AZ1998,AZ4,-0.057,0.854,-0.073,0.900,-0.033,0.873,-0.329,0.865,3867012,2251904,5623005,12237833,300,109,191
AZ,2000,AZ2000,AZ4,-0.057,0.854,-0.073,0.900,-0.033,0.873,-0.329,0.865,3867012,2251904,5623005,12237833,300,109,191
AZ,2002,AZ2002,AZ4,-0.057,0.854,-0.073,0.900,-0.033,0.873,-0.329,0.865,3867012,2251904,5623005,12237833,300,109,191
AZ,2004,AZ2004,AZ4,-0.057,0.854,-0.073,0.900,-0.033,0.873,-0.329,0.865,3867012,2251904,5623005,12237833,300,109,191
AZ,2006,AZ2006,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2008,AZ2008,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2010,AZ2010,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2012,AZ2012,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2014,AZ2014,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2016,AZ2016,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2018,AZ2018,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2020,AZ2020,AZ5,-0.038,0.797,-0.063,0.876,-0.028,0.834,-0.269,0.825,9271237,6257692,15023759,31057859,480,203,277
AZ,2022,AZ2022,AZ6,-0.021,0.730,-0.032,0.768,-0.015,0.758,-0.140,0.754,1355595,1121751,2487685,4954692,60,29,31
CA,1972,CA1972,CA0.1,0.069,0.892,0.040,0.793,0.025,0.816,0.215,0.801,1943553,2061156,4277429,8009418,80,51,29
CA,1974,CA1974,CA1,0.072,0.898,0.039,0.791,0.029,0.841,0.177,0.780,6431501,7080839,14611325,27024679,320,210,110
CA,1976,CA1976,CA1,0.072,0.898,0.039,0.791,0.029,0.841,0.177,0.780,6431501,7080839,14611325,27024679,320,210,110
CA,1978,CA1978,CA1,0.072,0.898,0.039,0.791,0.029,0.841,0.177,0.780,6431501,7080839,14611325,27024679,320,210,110
CA,1980,CA1980,CA1,0.072,0.898,0.039,0.791,0.029,0.841,0.177,0.780,6431501,7080839,14611325,27024679,320,210,110
CA,1984,CA1984,CA2,0.062,0.871,0.042,0.801,0.047,0.944,0.131,0.747,8047575,8038244,16367170,32171637,320,186,134
CA,1986,CA1986,CA2,0.062,0.871,0.042,0.801,0.047,0.944,0.131,0.747,8047575,8038244,16367170,32171637,320,186,134
CA,1988,CA1988,CA2,0.062,0.871,0.042,0.801,0.047,0.944,0.131,0.747,8047575,8038244,16367170,32171637,320,186,134
CA,1990,CA1990,CA2,0.062,0.871,0.042,0.801,0.047,0.944,0.131,0.747,8047575,8038244,16367170,32171637,320,186,134
CA,1992,CA1992,CA3,0.010,0.679,0.008,0.676,0.006,0.688,-0.106,0.726,12025807,10019566,23420714,44090746,400,228,172
CA,1994,CA1994,CA3,0.010,0.679,0.008,0.676,0.006,0.688,-0.106,0.726,12025807,10019566,23420714,44090746,400,228,172
CA,1996,CA1996,CA3,0.010,0.679,0.008,0.676,0.006,0.688,-0.106,0.726,12025807,10019566,23420714,44090746,400,228,172
CA,1998,CA1998,CA3,0.010,0.679,0.008,0.676,0.006,0.688,-0.106,0.726,12025807,10019566,23420714,44090746,400,228,172
CA,2000,CA2000,CA3,0.010,0.679,0.008,0.676,0.006,0.688,-0.106,0.726,12025807,10019566,23420714,44090746,400,228,172
CA,2002,CA2002,CA4,0.010,0.677,0.061,0.868,0.046,0.942,-0.005,0.641,12880092,10849459,26415256,47459103,400,247,153
CA,2004,CA2004,CA4,0.010,0.677,0.061,0.868,0.046,0.942,-0.005,0.641,12880092,10849459,26415256,47459103,400,247,153
CA,2006,CA2006,CA4,0.010,0.677,0.061,0.868,0.046,0.942,-0.005,0.641,12880092,10849459,26415256,47459103,400,247,153
CA,2008,CA2008,CA4,0.010,0.677,0.061,0.868,0.046,0.942,-0.005,0.641,12880092,10849459,26415256,47459103,400,247,153
CA,2010,CA2010,CA4,0.010,0.677,0.061,0.868,0.046,0.942,-0.005,0.641,12880092,10849459,26415256,47459103,400,247,153
CA,2012,CA2012,CA5,0.016,0.709,0.074,0.901,0.033,0.869,0.119,0.733,15879065,15068935,37079848,61896000,400,282,118
CA,2014,CA2014,CA5,0.016,0.709,0.074,0.901,0.033,0.869,0.119,0.733,15879065,15068935,37079848,61896000,400,282,118
CA,2016,CA2016,CA5,0.016,0.709,0.074,0.901,0.033,0.869,0.119,0.733,15879065,15068935,37079848,61896000,400,282,118
CA,2018,CA2018,CA5,0.016,0.709,0.074,0.901,0.033,0.869,0.119,0.733,15879065,15068935,37079848,61896000,400,282,118
CA,2020,CA2020,CA5,0.016,0.709,0.074,0.901,0.033,0.869,0.119,0.733,15879065,15068935,37079848,61896000,400,282,118
CA,2022,CA2022,CA6,0.082,0.924,0.032,0.768,0.009,0.713,0.518,0.933,2387382,2987892,6414715,10750548,80,62,18
CO,1972,CO1972,CO1,-0.008,0.665,-0.041,0.797,-0.021,0.798,-0.169,0.769,1254945,1005420,2185346,4520729,325,151,174
CO,1974,CO1974,CO1,-0.008,0.665,-0.041,0.797,-0.021,0.798,-0.169,0.769,1254945,1005420,2185346,4520729,325,151,174
CO,1976,CO1976,CO1,-0.008,0.665,-0.041,0.797,-0.021,0.798,-0.169,0.769,1254945,1005420,2185346,4520729,325,151,174
CO,1978,CO1978,CO1,-0.008,0.665,-0.041,0.797,-0.021,0.798,-0.169,0.769,1254945,1005420,2185346,4520729,325,151,174
CO,1980,CO1980,CO1,-0.008,0.665,-0.041,0.797,-0.021,0.798,-0.169,0.769,1254945,1005420,2185346,4520729,325,151,174
CO,1982,CO1982,CO2,-0.055,0.846,-0.070,0.892,-0.031,0.855,-0.318,0.862,1646441,1144301,2572303,5581484,325,120,205
CO,1984,CO1984,CO2,-0.055,0.846,-0.070,0.892,-0.031,0.855,-0.318,0.862,1646441,1144301,2572303,5581484,325,120,205
CO,1986,CO1986,CO2,-0.055,0.846,-0.070,0.892,-0.031,0.855,-0.318,0.862,1646441,1144301,2572303,5581484,325,120,205
CO,1988,CO1988,CO2,-0.055,0.846,-0.070,0.892,-0.031,0.855,-0.318,0.862,1646441,1144301,2572303,5581484,325,120,205
CO,1990,CO1990,CO2,-0.055,0.846,-0.070,0.892,-0.031,0.855,-0.318,0.862,1646441,1144301,2572303,5581484,325,120,205
CO,1992,CO1992,CO3,-0.012,0.693,-0.043,0.805,-0.014,0.757,-0.195,0.789,1875655,1499486,3100139,6750282,325,131,194
CO,1994,CO1994,CO3,-0.012,0.693,-0.043,0.805,-0.014,0.757,-0.195,0.789,1875655,1499486,3100139,6750282,325,131,194
CO,1996,CO1996,CO3,-0.012,0.693,-0.043,0.805,-0.014,0.757,-0.195,0.789,1875655,1499486,3100139,6750282,325,131,194
CO,1998,CO1998,CO3,-0.012,0.693,-0.043,0.805,-0.014,0.757,-0.195,0.789,1875655,1499486,3100139,6750282,325,131,194
CO,2000,CO2000,CO3,-0.012,0.693,-0.043,0.805,-0.014,0.757,-0.195,0.789,1875655,1499486,3100139,6750282,325,131,194
CO,2002,CO2002,CO4,0.043,0.809,0.004,0.655,0.009,0.712,0.050,0.683,2212617,2124549,4293803,8674332,325,172,153
CO,2004,CO2004,CO4,0.043,0.809,0.004,0.655,0.009,0.712,0.050,0.683,2212617,2124549,4293803,8674332,325,172,153
CO,2006,CO2006,CO4,0.043,0.809,0.004,0.655,0.009,0.712,0.050,0.683,2212617,2124549,4293803,8674332,325,172,153
CO,2008,CO2008,CO4,0.043,0.809,0.004,0.655,0.009,0.712,0.050,0.683,2212617,2124549,4293803,8674332,325,172,153
CO,2010,CO2010,CO4,0.043,0.809,0.004,0.655,0.009,0.712,0.050,0.683,2212617,2124549,4293803,8674332,325,172,153
CO,2012,CO2012,CO5,0.062,0.872,0.045,0.818,0.031,0.854,0.221,0.805,2913283,3260336,6345423,12347238,325,190,135
CO,2014,CO2014,CO5,0.062,0.872,0.045,0.818,0.031,0.854,0.221,0.805,2913283,3260336,6345423,12347238,325,190,135
CO,2016,CO2016,CO5,0.062,0.872,0.045,0.818,0.031,0.854,0.221,0.805,2913283,3260336,6345423,12347238,325,190,135
CO,2018,CO2018,CO5,0.062,0.872,0.045,0.818,0.031,0.854,0.221,0.805,2913283,3260336,6345423,12347238,325,190,135
CO,2020,CO2020,CO5,0.062,0.872,0.045,0.818,0.031,0.854,0.221,0.805,2913283,3260336,6345423,12347238,325,190,135
CO,2022,CO2022,CO6,0.110,0.967,0.005,0.659,0.003,0.659,0.523,0.936,489205,712801,1319527,2404012,65,46,19
CT,1972,CT1972,CT1,0.067,0.879,-0.005,0.661,0.000,0.643,0.102,0.722,1481270,1561630,3127072,6085799,755,455,300
CT,1974,CT1974,CT1,0.067,0.879,-0.005,0.661,0.000,0.643,0.102,0.722,1481270,1561630,3127072,6085799,755,455,300
CT,1976,CT1976,CT1,0.067,0.879,-0.005,0.661,0.000,0.643,0.102,0.722,1481270,1561630,3127072,6085799,755,455,300
CT,1978,CT1978,CT1,0.067,0.879,-0.005,0.661,0.000,0.643,0.102,0.722,1481270,1561630,3127072,6085799,755,455,300
CT,1980,CT1980,CT1,0.067,0.879,-0.005,0.661,0.000,0.643,0.102,0.722,1481270,1561630,3127072,6085799,755,455,300
CT,1982,CT1982,CT2,0.045,0.821,0.018,0.719,0.013,0.747,0.054,0.686,1463951,1448743,2938134,5825388,755,423,332
CT,1984,CT1984,CT2,0.045,0.821,0.018,0.719,0.013,0.747,0.054,0.686,1463951,1448743,2938134,5825388,755,423,332
CT,1986,CT1986,CT2,0.045,0.821,0.018,0.719,0.013,0.747,0.054,0.686,1463951,1448743,2938134,5825388,755,423,332
CT,1988,CT1988,CT2,0.045,0.821,0.018,0.719,0.013,0.747,0.054,0.686,1463951,1448743,2938134,5825388,755,423,332
CT,1990,CT1990,CT2,0.045,0.821,0.018,0.719,0.013,0.747,0.054,0.686,1463951,1448743,2938134,5825388,755,423,332
CT,1992,CT1992,CT3,0.062,0.869,0.041,0.798,0.026,0.821,0.150,0.761,1478579,1500517,3168796,5958192,755,470,285
CT,1994,CT1994,CT3,0.062,0.869,0.041,0.798,0.026,0.821,0.150,0.761,1478579,1500517,3168796,5958192,755,470,285
CT,1996,CT1996,CT3,0.062,0.869,0.041,0.798,0.026,0.821,0.150,0.761,1478579,1500517,3168796,5958192,755,470,285
CT,1998,CT1998,CT3,0.062,0.869,0.041,0.798,0.026,0.821,0.150,0.761,1478579,1500517,3168796,5958192,755,470,285
CT,2000,CT2000,CT3,0.062,0.869,0.041,0.798,0.026,0.821,0.150,0.761,1478579,1500517,3168796,5958192,755,470,285
CT,2002,CT2002,CT4,0.051,0.840,0.034,0.772,0.025,0.812,0.104,0.723,1540870,1527269,3481470,6136277,755,514,241
CT,2004,CT2004,CT4,0.051,0.840,0.034,0.772,0.025,0.812,0.104,0.723,1540870,1527269,3481470,6136277,755,514,241
CT,2006,CT2006,CT4,0.051,0.840,0.034,0.772,0.025,0.812,0.104,0.723,1540870,1527269,3481470,6136277,755,514,241
CT,2008,CT2008,CT4,0.051,0.840,0.034,0.772,0.025,0.812,0.104,0.723,1540870,1527269,3481470,6136277,755,514,241
CT,2010,CT2010,CT4,0.051,0.840,0.034,0.772,0.025,0.812,0.104,0.723,1540870,1527269,3481470,6136277,755,514,241
CT,2012,CT2012,CT5,0.030,0.766,-0.043,0.807,-0.019,0.790,-0.131,0.745,1955751,1690651,3913336,7292802,755,454,301
CT,2014,CT2014,CT5,0.030,0.766,-0.043,0.807,-0.019,0.790,-0.131,0.745,1955751,1690651,3913336,7292802,755,454,301
CT,2016,CT2016,CT5,0.030,0.766,-0.043,0.807,-0.019,0.790,-0.131,0.745,1955751,1690651,3913336,7292802,755,454,301
CT,2018,CT2018,CT5,0.030,0.766,-0.043,0.807,-0.019,0.790,-0.131,0.745,1955751,1690651,3913336,7292802,755,454,301
CT,2020,CT2020,CT5,0.030,0.766,-0.043,0.807,-0.019,0.790,-0.131,0.745,1955751,1690651,3913336,7292802,755,454,301
CT,2022,CT2022,CT6,0.049,0.834,-0.019,0.726,-0.010,0.727,-0.016,0.648,330811,330620,727259,1322862,151,98,53
DE,1972,DE1972,DE1,0.038,0.793,0.021,0.734,0.014,0.754,-0.003,0.638,255196,236482,484285,983355,205,108,97
DE,1974,DE1974,DE1,0.038,0.793,0.021,0.734,0.014,0.754,-0.003,0.638,255196,236482,484285,983355,205,108,97
DE,1976,DE1976,DE1,0.038,0.793,0.021,0.734,0.014,0.754,-0.003,0.638,255196,236482,484285,983355,205,108,97
DE,1978,DE1978,DE1,0.038,0.793,0.021,0.734,0.014,0.754,-0.003,0.638,255196,236482,484285,983355,205,108,97
DE,1980,DE1980,DE1,0.038,0.793,0.021,0.734,0.014,0.754,-0.003,0.638,255196,236482,484285,983355,205,108,97
DE,1982,DE1982,DE2,0.039,0.798,-0.002,0.650,-0.009,0.709,0.080,0.707,244650,277304,491335,1043909,205,99,106
DE,1984,DE1984,DE2,0.039,0.798,-0.002,0.650,-0.009,0.709,0.080,0.707,244650,277304,491335,1043909,205,99,106
DE,1986,DE1986,DE2,0.039,0.798,-0.002,0.650,-0.009,0.709,0.080,0.707,244650,277304,491335,1043909,205,99,106
DE,1988,DE1988,DE2,0.039,0.798,-0.002,0.650,-0.009,0.709,0.080,0.707,244650,277304,491335,1043909,205,99,106
DE,1990,DE1990,DE2,0.039,0.798,-0.002,0.650,-0.009,0.709,0.080,0.707,244650,277304,491335,1043909,205,99,106
DE,1992,DE1992,DE3,-0.109,0.960,-0.098,0.949,-0.054,0.964,-0.491,0.926,389802,252731,636100,1285066,205,77,128
DE,1994,DE1994,DE3,-0.109,0.960,-0.098,0.949,-0.054,0.964,-0.491,0.926,389802,252731,636100,1285066,205,77,128
DE,1996,DE1996,DE3,-0.109,0.960,-0.098,0.949,-0.054,0.964,-0.491,0.926,389802,252731,636100,1285066,205,77,128
DE,1998,DE1998,DE3,-0.109,0.960,-0.098,0.949,-0.054,0.964,-0.491,0.926,389802,252731,636100,1285066,205,77,128
DE,2000,DE2000,DE3,-0.109,0.960,-0.098,0.949,-0.054,0.964,-0.491,0.926,389802,252731,636100,1285066,205,77,128
DE,2002,DE2002,DE4,-0.086,0.926,-0.097,0.947,-0.056,0.968,-0.387,0.890,478476,318115,842440,1593182,205,96,109
DE,2004,DE2004,DE4,-0.086,0.926,-0.097,0.947,-0.056,0.968,-0.387,0.890,478476,318115,842440,1593182,205,96,109
DE,2006,DE2006,DE4,-0.086,0.926,-0.097,0.947,-0.056,0.968,-0.387,0.890,478476,318115,842440,1593182,205,96,109
DE,2008,DE2008,DE4,-0.086,0.926,-0.097,0.947,-0.056,0.968,-0.387,0.890,478476,318115,842440,1593182,205,96,109
DE,2010,DE2010,DE4,-0.086,0.926,-0.097,0.947,-0.056,0.968,-0.387,0.890,478476,318115,842440,1593182,205,96,109
DE,2012,DE2012,DE5,0.008,0.666,0.073,0.898,0.048,0.949,0.027,0.659,505322,467959,1094730,1946562,205,129,76
DE,2014,DE2014,DE5,0.008,0.666,0.073,0.898,0.048,0.949,0.027,0.659,505322,467959,1094730,1946562,205,129,76
DE,2016,DE2016,DE5,0.008,0.666,0.073,0.898,0.048,0.949,0.027,0.659,505322,467959,1094730,1946562,205,129,76
DE,2018,DE2018,DE5,0.008,0.666,0.073,0.898,0.048,0.949,0.027,0.659,505322,467959,1094730,1946562,205,129,76
DE,2020,DE2020,DE5,0.008,0.666,0.073,0.898,0.048,0.949,0.027,0.659,505322,467959,1094730,1946562,205,129,76
DE,2022,DE2022,DE6,0.044,0.816,0.068,0.885,0.030,0.848,0.231,0.811,76572,86070,177272,325284,41,26,15
FL,1972,FL1972,FL1,0.098,0.944,0.075,0.904,0.031,0.851,0.377,0.883,10159204,13450165,26161375,47218739,600,426,174
FL,1974,FL1974,FL1,0.098,0.944,0.075,0.904,0.031,0.851,0.377,0.883,10159204,13450165,26161375,47218739,600,426,174
FL,1976,FL1976,FL1,0.098,0.944,0.075,0.904,0.031,0.851,0.377,0.883,10159204,13450165,26161375,47218739,600,426,174
FL,1978,FL1978,FL1,0.098,0.944,0.075,0.904,0.031,0.851,0.377,0.883,10159204,13450165,26161375,47218739,600,426,174
FL,1980,FL1980,FL1,0.098,0.944,0.075,0.904,0.031,0.851,0.377,0.883,10159204,13450165,26161375,47218739,600,426,174
FL,1982,FL1982,FL2,0.090,0.935,0.064,0.878,0.035,0.883,0.390,0.892,3721174,5114099,9229056,17670547,600,383,217
FL,1984,FL1984,FL2,0.090,0.935,0.064,0.878,0.035,0.883,0.390,0.892,3721174,5114099,9229056,17670547,600,383,217
FL,1986,FL1986,FL2,0.090,0.935,0.064,0.878,0.035,0.883,0.390,0.892,3721174,5114099,9229056,17670547,600,383,217
FL,1988,FL1988,FL2,0.090,0.935,0.064,0.878,0.035,0.883,0.390,0.892,3721174,5114099,9229056,17670547,600,383,217
FL,1990,FL1990,FL2,0.090,0.935,0.064,0.878,0.035,0.883,0.390,0.892,3721174,5114099,9229056,17670547,600,383,217
FL,1992,FL1992,FL3,-0.006,0.661,-0.026,0.750,-0.017,0.780,-0.173,0.773,6437577,5623234,11769301,24121622,600,281,319
FL,1994,FL1994,FL3,-0.006,0.661,-0.026,0.750,-0.017,0.780,-0.173,0.773,6437577,5623234,11769301,24121622,600,281,319
FL,1996,FL1996,FL3,-0.006,0.661,-0.026,0.750,-0.017,0.780,-0.173,0.773,6437577,5623234,11769301,24121622,600,281,319
FL,1998,FL1998,FL3,-0.006,0.661,-0.026,0.750,-0.017,0.780,-0.173,0.773,6437577,5623234,11769301,24121622,600,281,319
FL,2000,FL2000,FL3,-0.006,0.661,-0.026,0.750,-0.017,0.780,-0.173,0.773,6437577,5623234,11769301,24121622,600,281,319
FL,2002,FL2002,FL4,-0.091,0.936,-0.132,0.990,-0.060,0.975,-0.697,0.969,9553493,5587060,14041113,30281107,600,200,400
FL,2004,FL2004,FL4,-0.091,0.936,-0.132,0.990,-0.060,0.975,-0.697,0.969,9553493,5587060,14041113,30281107,600,200,400
FL,2006,FL2006,FL4,-0.091,0.936,-0.132,0.990,-0.060,0.975,-0.697,0.969,9553493,5587060,14041113,30281107,600,200,400
FL,2008,FL2008,FL4,-0.091,0.936,-0.132,0.990,-0.060,0.975,-0.697,0.969,9553493,5587060,14041113,30281107,600,200,400
FL,2010,FL2010,FL4,-0.091,0.936,-0.132,0.990,-0.060,0.975,-0.697,0.969,9553493,5587060,14041113,30281107,600,200,400
FL,2012,FL2012,FL5,-0.101,0.949,-0.107,0.957,-0.042,0.921,-0.657,0.962,14069695,7998696,21116331,44136782,600,213,387
FL,2014,FL2014,FL5,-0.101,0.949,-0.107,0.957,-0.042,0.921,-0.657,0.962,14069695,7998696,21116331,44136782,600,213,387
FL,2016,FL2016,FL5,-0.101,0.949,-0.107,0.957,-0.042,0.921,-0.657,0.962,14069695,7998696,21116331,44136782,600,213,387
FL,2018,FL2018,FL5,-0.101,0.949,-0.107,0.957,-0.042,0.921,-0.657,0.962,14069695,7998696,21116331,44136782,600,213,387
FL,2020,FL2020,FL5,-0.101,0.949,-0.107,0.957,-0.042,0.921,-0.657,0.962,14069695,7998696,21116331,44136782,600,213,387
FL,2022,FL2022,FL6,-0.057,0.855,-0.078,0.914,-0.037,0.900,-0.467,0.914,2255201,1594454,3266445,7699309,120,35,85
GA,1972,GA1972,GA1,0.110,0.969,0.048,0.829,0.030,0.846,1.053,0.996,2864061,4638358,9436568,15004837,958,833,125
GA,1974,GA1974,GA1,0.110,0.969,0.048,0.829,0.030,0.846,1.053,0.996,2864061,4638358,9436568,15004837,958,833,125
GA,1976,GA1976,GA1,0.110,0.969,0.048,0.829,0.030,0.846,1.053,0.996,2864061,4638358,9436568,15004837,958,833,125
