state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,dec2_avg,dec2_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
GA,2012,GA2012,GA5,-0.081,0.723,-0.134,0.945,-0.090,0.980,-0.534,0.838,4568469,3241323,7342632,15619585,224,79,145
GA,2014,GA2014,GA5,-0.081,0.723,-0.134,0.945,-0.090,0.980,-0.534,0.838,4568469,3241323,7342632,15619585,224,79,145
GA,2018,GA2018,GA5,-0.081,0.723,-0.134,0.945,-0.090,0.980,-0.534,0.838,4568469,3241323,7342632,15619585,224,79,145
GA,2020,GA2020,GA5,-0.081,0.723,-0.134,0.945,-0.090,0.980,-0.534,0.838,4568469,3241323,7342632,15619585,224,79,145
GA,2022,GA2022,GA6,-0.026,0.273,-0.088,0.783,-0.089,0.976,-0.287,0.605,1092445,922828,1887284,4030546,56,23,33
HI,1992,HI1992,HI3,0.104,0.866,0.039,0.395,0.009,0.229,0.703,0.929,336265,497694,1078080,1667918,125,112,13
HI,1994,HI1994,HI3,0.104,0.866,0.039,0.395,0.009,0.229,0.703,0.929,336265,497694,1078080,1667918,125,112,13
HI,1996,HI1996,HI3,0.104,0.866,0.039,0.395,0.009,0.229,0.703,0.929,336265,497694,1078080,1667918,125,112,13
HI,1998,HI1998,HI3,0.104,0.866,0.039,0.395,0.009,0.229,0.703,0.929,336265,497694,1078080,1667918,125,112,13
HI,2000,HI2000,HI3,0.104,0.866,0.039,0.395,0.009,0.229,0.703,0.929,336265,497694,1078080,1667918,125,112,13
HI,2002,HI2002,HI4,0.099,0.830,0.069,0.668,0.021,0.514,0.542,0.846,388030,569640,1195631,1915338,125,106,19
HI,2004,HI2004,HI4,0.099,0.830,0.069,0.668,0.021,0.514,0.542,0.846,388030,569640,1195631,1915338,125,106,19
HI,2006,HI2006,HI4,0.099,0.830,0.069,0.668,0.021,0.514,0.542,0.846,388030,569640,1195631,1915338,125,106,19
HI,2008,HI2008,HI4,0.099,0.830,0.069,0.668,0.021,0.514,0.542,0.846,388030,569640,1195631,1915338,125,106,19
HI,2010,HI2010,HI4,0.099,0.830,0.069,0.668,0.021,0.514,0.542,0.846,388030,569640,1195631,1915338,125,106,19
HI,2012,HI2012,HI5,0.118,0.901,0.085,0.743,0.014,0.352,1.005,0.992,402093,629373,1398158,2062932,125,122,3
HI,2014,HI2014,HI5,0.118,0.901,0.085,0.743,0.014,0.352,1.005,0.992,402093,629373,1398158,2062932,125,122,3
HI,2016,HI2016,HI5,0.118,0.901,0.085,0.743,0.014,0.352,1.005,0.992,402093,629373,1398158,2062932,125,122,3
HI,2018,HI2018,HI5,0.118,0.901,0.085,0.743,0.014,0.352,1.005,0.992,402093,629373,1398158,2062932,125,122,3
HI,2020,HI2020,HI5,0.118,0.901,0.085,0.743,0.014,0.352,1.005,0.992,402093,629373,1398158,2062932,125,122,3
HI,2022,HI2022,HI6,0.063,0.601,0.107,0.870,0.028,0.644,-0.323,0.640,87517,112906,272032,400845,25,23,2
IA,1974,IA1974,IA1,-0.008,0.071,-0.020,0.233,-0.007,0.174,-0.037,0.134,1034318,978116,2010083,4024868,200,98,102
IA,1976,IA1976,IA1,-0.008,0.071,-0.020,0.233,-0.007,0.174,-0.037,0.134,1034318,978116,2010083,4024868,200,98,102
IA,1978,IA1978,IA1,-0.008,0.071,-0.020,0.233,-0.007,0.174,-0.037,0.134,1034318,978116,2010083,4024868,200,98,102
IA,1980,IA1980,IA1,-0.008,0.071,-0.020,0.233,-0.007,0.174,-0.037,0.134,1034318,978116,2010083,4024868,200,98,102
IA,1982,IA1982,IA2,0.042,0.431,0.015,0.154,0.007,0.178,0.051,0.166,1241047,1440456,2792701,5363006,250,146,104
IA,1984,IA1984,IA2,0.042,0.431,0.015,0.154,0.007,0.178,0.051,0.166,1241047,1440456,2792701,5363006,250,146,104
IA,1986,IA1986,IA2,0.042,0.431,0.015,0.154,0.007,0.178,0.051,0.166,1241047,1440456,2792701,5363006,250,146,104
IA,1988,IA1988,IA2,0.042,0.431,0.015,0.154,0.007,0.178,0.051,0.166,1241047,1440456,2792701,5363006,250,146,104
IA,1990,IA1990,IA2,0.042,0.431,0.015,0.154,0.007,0.178,0.051,0.166,1241047,1440456,2792701,5363006,250,146,104
IA,1992,IA1992,IA3,-0.003,0.020,0.000,0.004,0.005,0.134,0.001,0.004,1445105,1326658,2648716,5543525,250,113,137
IA,1994,IA1994,IA3,-0.003,0.020,0.000,0.004,0.005,0.134,0.001,0.004,1445105,1326658,2648716,5543525,250,113,137
IA,1996,IA1996,IA3,-0.003,0.020,0.000,0.004,0.005,0.134,0.001,0.004,1445105,1326658,2648716,5543525,250,113,137
IA,1998,IA1998,IA3,-0.003,0.020,0.000,0.004,0.005,0.134,0.001,0.004,1445105,1326658,2648716,5543525,250,113,137
IA,2000,IA2000,IA3,-0.003,0.020,0.000,0.004,0.005,0.134,0.001,0.004,1445105,1326658,2648716,5543525,250,113,137
IA,2002,IA2002,IA4,0.022,0.229,-0.015,0.166,-0.009,0.221,-0.036,0.126,1525093,1513565,3087121,6077317,250,134,116
IA,2004,IA2004,IA4,0.022,0.229,-0.015,0.166,-0.009,0.221,-0.036,0.126,1525093,1513565,3087121,6077317,250,134,116
IA,2006,IA2006,IA4,0.022,0.229,-0.015,0.166,-0.009,0.221,-0.036,0.126,1525093,1513565,3087121,6077317,250,134,116
IA,2008,IA2008,IA4,0.022,0.229,-0.015,0.166,-0.009,0.221,-0.036,0.126,1525093,1513565,3087121,6077317,250,134,116
IA,2010,IA2010,IA4,0.022,0.229,-0.015,0.166,-0.009,0.221,-0.036,0.126,1525093,1513565,3087121,6077317,250,134,116
IA,2012,IA2012,IA5,-0.030,0.328,-0.031,0.332,-0.011,0.261,-0.126,0.324,1844771,1545183,3242913,6779907,250,107,143
IA,2014,IA2014,IA5,-0.030,0.328,-0.031,0.332,-0.011,0.261,-0.126,0.324,1844771,1545183,3242913,6779907,250,107,143
IA,2016,IA2016,IA5,-0.030,0.328,-0.031,0.332,-0.011,0.261,-0.126,0.324,1844771,1545183,3242913,6779907,250,107,143
IA,2018,IA2018,IA5,-0.030,0.328,-0.031,0.332,-0.011,0.261,-0.126,0.324,1844771,1545183,3242913,6779907,250,107,143
IA,2020,IA2020,IA5,-0.030,0.328,-0.031,0.332,-0.011,0.261,-0.126,0.324,1844771,1545183,3242913,6779907,250,107,143
IA,2022,IA2022,IA6,-0.058,0.557,-0.098,0.846,-0.048,0.850,-0.267,0.565,388167,309366,612527,1395067,50,16,34
ID,1974,ID1974,ID1,-0.102,0.850,-0.082,0.719,-0.041,0.779,-0.328,0.644,75835,47076,123142,245821,35,14,21
ID,1976,ID1976,ID1.1,-0.017,0.194,-0.025,0.273,-0.007,0.186,0.030,0.095,271795,237324,471930,1018237,105,43,62
ID,1978,ID1978,ID1.1,-0.017,0.194,-0.025,0.273,-0.007,0.186,0.030,0.095,271795,237324,471930,1018237,105,43,62
ID,1980,ID1980,ID1.1,-0.017,0.194,-0.025,0.273,-0.007,0.186,0.030,0.095,271795,237324,471930,1018237,105,43,62
ID,1984,ID1984,ID2,-0.024,0.249,-0.038,0.383,-0.018,0.423,-0.065,0.190,1005777,937452,1816738,3886459,168,70,98
ID,1986,ID1986,ID2,-0.024,0.249,-0.038,0.383,-0.018,0.423,-0.065,0.190,1005777,937452,1816738,3886459,168,70,98
ID,1988,ID1988,ID2,-0.024,0.249,-0.038,0.383,-0.018,0.423,-0.065,0.190,1005777,937452,1816738,3886459,168,70,98
ID,1990,ID1990,ID2,-0.024,0.249,-0.038,0.383,-0.018,0.423,-0.065,0.190,1005777,937452,1816738,3886459,168,70,98
ID,1992,ID1992,ID3,-0.073,0.664,-0.079,0.708,-0.021,0.506,-0.538,0.842,646168,486050,855006,2264436,175,32,143
ID,1994,ID1994,ID3,-0.073,0.664,-0.079,0.708,-0.021,0.506,-0.538,0.842,646168,486050,855006,2264436,175,32,143
ID,1996,ID1996,ID3,-0.073,0.664,-0.079,0.708,-0.021,0.506,-0.538,0.842,646168,486050,855006,2264436,175,32,143
ID,1998,ID1998,ID3,-0.073,0.664,-0.079,0.708,-0.021,0.506,-0.538,0.842,646168,486050,855006,2264436,175,32,143
ID,2000,ID2000,ID3,-0.073,0.664,-0.079,0.708,-0.021,0.506,-0.538,0.842,646168,486050,855006,2264436,175,32,143
ID,2002,ID2002,ID4,-0.062,0.589,-0.114,0.885,-0.038,0.755,-0.453,0.791,681270,546836,934172,2456212,175,35,140
ID,2004,ID2004,ID4,-0.062,0.589,-0.114,0.885,-0.038,0.755,-0.453,0.791,681270,546836,934172,2456212,175,35,140
ID,2006,ID2006,ID4,-0.062,0.589,-0.114,0.885,-0.038,0.755,-0.453,0.791,681270,546836,934172,2456212,175,35,140
ID,2008,ID2008,ID4,-0.062,0.589,-0.114,0.885,-0.038,0.755,-0.453,0.791,681270,546836,934172,2456212,175,35,140
ID,2010,ID2010,ID4,-0.062,0.589,-0.114,0.885,-0.038,0.755,-0.453,0.791,681270,546836,934172,2456212,175,35,140
ID,2012,ID2012,ID5,-0.024,0.245,-0.136,0.960,-0.041,0.775,-0.400,0.735,819307,784159,1143753,3206932,175,34,141
ID,2014,ID2014,ID5,-0.024,0.245,-0.136,0.960,-0.041,0.775,-0.400,0.735,819307,784159,1143753,3206932,175,34,141
ID,2016,ID2016,ID5,-0.024,0.245,-0.136,0.960,-0.041,0.775,-0.400,0.735,819307,784159,1143753,3206932,175,34,141
ID,2018,ID2018,ID5,-0.024,0.245,-0.136,0.960,-0.041,0.775,-0.400,0.735,819307,784159,1143753,3206932,175,34,141
ID,2020,ID2020,ID5,-0.024,0.245,-0.136,0.960,-0.041,0.775,-0.400,0.735,819307,784159,1143753,3206932,175,34,141
IL,1974,IL1974,IL1,-0.016,0.166,-0.055,0.561,-0.029,0.664,-0.176,0.403,4201424,3489900,8202658,15382650,236,130,106
IL,1976,IL1976,IL1,-0.016,0.166,-0.055,0.561,-0.029,0.664,-0.176,0.403,4201424,3489900,8202658,15382650,236,130,106
IL,1978,IL1978,IL1,-0.016,0.166,-0.055,0.561,-0.029,0.664,-0.176,0.403,4201424,3489900,8202658,15382650,236,130,106
IL,1980,IL1980,IL1,-0.016,0.166,-0.055,0.561,-0.029,0.664,-0.176,0.403,4201424,3489900,8202658,15382650,236,130,106
IL,1982,IL1982,IL2,0.000,0.000,-0.006,0.075,-0.001,0.016,-0.018,0.059,4984165,4770579,10062001,19509488,295,157,138
IL,1984,IL1984,IL2,0.000,0.000,-0.006,0.075,-0.001,0.016,-0.018,0.059,4984165,4770579,10062001,19509488,295,157,138
IL,1986,IL1986,IL2,0.000,0.000,-0.006,0.075,-0.001,0.016,-0.018,0.059,4984165,4770579,10062001,19509488,295,157,138
IL,1988,IL1988,IL2,0.000,0.000,-0.006,0.075,-0.001,0.016,-0.018,0.059,4984165,4770579,10062001,19509488,295,157,138
IL,1990,IL1990,IL2,0.000,0.000,-0.006,0.075,-0.001,0.016,-0.018,0.059,4984165,4770579,10062001,19509488,295,157,138
IL,1992,IL1992,IL3,-0.086,0.751,-0.081,0.715,-0.053,0.870,-0.380,0.715,6168635,4121397,10835873,20580065,295,138,157
IL,1994,IL1994,IL3,-0.086,0.751,-0.081,0.715,-0.053,0.870,-0.380,0.715,6168635,4121397,10835873,20580065,295,138,157
IL,1996,IL1996,IL3,-0.086,0.751,-0.081,0.715,-0.053,0.870,-0.380,0.715,6168635,4121397,10835873,20580065,295,138,157
IL,1998,IL1998,IL3,-0.086,0.751,-0.081,0.715,-0.053,0.870,-0.380,0.715,6168635,4121397,10835873,20580065,295,138,157
IL,2000,IL2000,IL3,-0.086,0.751,-0.081,0.715,-0.053,0.870,-0.380,0.715,6168635,4121397,10835873,20580065,295,138,157
IL,2002,IL2002,IL4,-0.042,0.435,-0.019,0.221,-0.009,0.241,-0.123,0.308,5998399,4643298,12024493,21283394,295,174,121
IL,2004,IL2004,IL4,-0.042,0.435,-0.019,0.221,-0.009,0.241,-0.123,0.308,5998399,4643298,12024493,21283394,295,174,121
IL,2006,IL2006,IL4,-0.042,0.435,-0.019,0.221,-0.009,0.241,-0.123,0.308,5998399,4643298,12024493,21283394,295,174,121
IL,2008,IL2008,IL4,-0.042,0.435,-0.019,0.221,-0.009,0.241,-0.123,0.308,5998399,4643298,12024493,21283394,295,174,121
IL,2010,IL2010,IL4,-0.042,0.435,-0.019,0.221,-0.009,0.241,-0.123,0.308,5998399,4643298,12024493,21283394,295,174,121
IL,2012,IL2012,IL5,0.026,0.269,-0.004,0.051,-0.002,0.051,0.178,0.407,5976184,6503133,14269374,24958634,295,197,98
IL,2014,IL2014,IL5,0.026,0.269,-0.004,0.051,-0.002,0.051,0.178,0.407,5976184,6503133,14269374,24958634,295,197,98
IL,2016,IL2016,IL5,0.026,0.269,-0.004,0.051,-0.002,0.051,0.178,0.407,5976184,6503133,14269374,24958634,295,197,98
IL,2018,IL2018,IL5,0.026,0.269,-0.004,0.051,-0.002,0.051,0.178,0.407,5976184,6503133,14269374,24958634,295,197,98
IL,2020,IL2020,IL5,0.026,0.269,-0.004,0.051,-0.002,0.051,0.178,0.407,5976184,6503133,14269374,24958634,295,197,98
IL,2022,IL2022,IL6,0.036,0.368,0.004,0.047,0.007,0.182,0.291,0.609,1000009,1093919,2390969,4187855,59,40,19
IN,1974,IN1974,IN1,-0.055,0.542,-0.085,0.747,-0.022,0.526,-0.336,0.656,2177134,1493948,3639080,7342165,200,87,113
IN,1976,IN1976,IN1,-0.055,0.542,-0.085,0.747,-0.022,0.526,-0.336,0.656,2177134,1493948,3639080,7342165,200,87,113
IN,1978,IN1978,IN1,-0.055,0.542,-0.085,0.747,-0.022,0.526,-0.336,0.656,2177134,1493948,3639080,7342165,200,87,113
IN,1980,IN1980,IN1,-0.055,0.542,-0.085,0.747,-0.022,0.526,-0.336,0.656,2177134,1493948,3639080,7342165,200,87,113
IN,1982,IN1982,IN2,-0.053,0.530,-0.071,0.676,-0.031,0.676,-0.287,0.601,2694749,1950177,4543358,9289852,250,106,144
IN,1984,IN1984,IN2,-0.053,0.530,-0.071,0.676,-0.031,0.676,-0.287,0.601,2694749,1950177,4543358,9289852,250,106,144
IN,1986,IN1986,IN2,-0.053,0.530,-0.071,0.676,-0.031,0.676,-0.287,0.601,2694749,1950177,4543358,9289852,250,106,144
IN,1988,IN1988,IN2,-0.053,0.530,-0.071,0.676,-0.031,0.676,-0.287,0.601,2694749,1950177,4543358,9289852,250,106,144
IN,1990,IN1990,IN2,-0.053,0.530,-0.071,0.676,-0.031,0.676,-0.287,0.601,2694749,1950177,4543358,9289852,250,106,144
IN,1992,IN1992,IN3,-0.041,0.419,-0.075,0.700,-0.045,0.822,-0.211,0.478,2502497,2005150,4226379,9015293,250,99,151
IN,1994,IN1994,IN3,-0.041,0.419,-0.075,0.700,-0.045,0.822,-0.211,0.478,2502497,2005150,4226379,9015293,250,99,151
IN,1996,IN1996,IN3,-0.041,0.419,-0.075,0.700,-0.045,0.822,-0.211,0.478,2502497,2005150,4226379,9015293,250,99,151
IN,1998,IN1998,IN3,-0.041,0.419,-0.075,0.700,-0.045,0.822,-0.211,0.478,2502497,2005150,4226379,9015293,250,99,151
IN,2000,IN2000,IN3,-0.041,0.419,-0.075,0.700,-0.045,0.822,-0.211,0.478,2502497,2005150,4226379,9015293,250,99,151
IN,2002,IN2002,IN4,-0.090,0.787,-0.122,0.925,-0.056,0.893,-0.454,0.794,2992085,1997550,4588992,9979271,250,82,168
IN,2004,IN2004,IN4,-0.090,0.787,-0.122,0.925,-0.056,0.893,-0.454,0.794,2992085,1997550,4588992,9979271,250,82,168
IN,2006,IN2006,IN4,-0.090,0.787,-0.122,0.925,-0.056,0.893,-0.454,0.794,2992085,1997550,4588992,9979271,250,82,168
IN,2008,IN2008,IN4,-0.090,0.787,-0.122,0.925,-0.056,0.893,-0.454,0.794,2992085,1997550,4588992,9979271,250,82,168
IN,2010,IN2010,IN4,-0.090,0.787,-0.122,0.925,-0.056,0.893,-0.454,0.794,2992085,1997550,4588992,9979271,250,82,168
IN,2012,IN2012,IN5,-0.145,0.953,-0.112,0.881,-0.042,0.783,-0.808,0.960,3612561,2091861,4886010,11408844,250,53,197
IN,2014,IN2014,IN5,-0.145,0.953,-0.112,0.881,-0.042,0.783,-0.808,0.960,3612561,2091861,4886010,11408844,250,53,197
IN,2016,IN2016,IN5,-0.145,0.953,-0.112,0.881,-0.042,0.783,-0.808,0.960,3612561,2091861,4886010,11408844,250,53,197
IN,2018,IN2018,IN5,-0.145,0.953,-0.112,0.881,-0.042,0.783,-0.808,0.960,3612561,2091861,4886010,11408844,250,53,197
IN,2020,IN2020,IN5,-0.145,0.953,-0.112,0.881,-0.042,0.783,-0.808,0.960,3612561,2091861,4886010,11408844,250,53,197
IN,2022,IN2022,IN6,-0.121,0.905,-0.127,0.933,-0.028,0.648,-0.781,0.957,762396,511476,1046145,2547745,50,10,40
KS,1976,KS1976,KS1,-0.033,0.344,-0.050,0.530,-0.012,0.281,-0.140,0.352,241316,212886,457869,908403,40,19,21
KS,1980,KS1980,KS1.1,-0.009,0.095,-0.027,0.296,-0.008,0.202,-0.077,0.217,764290,656321,1316050,2841222,120,50,70
KS,1984,KS1984,KS1.1,-0.009,0.095,-0.027,0.296,-0.008,0.202,-0.077,0.217,764290,656321,1316050,2841222,120,50,70
KS,1988,KS1988,KS1.1,-0.009,0.095,-0.027,0.296,-0.008,0.202,-0.077,0.217,764290,656321,1316050,2841222,120,50,70
KS,1992,KS1992,KS3,-0.052,0.506,-0.068,0.664,-0.033,0.715,-0.332,0.648,904350,680067,1349387,3168834,120,36,84
KS,1996,KS1996,KS3,-0.052,0.506,-0.068,0.664,-0.033,0.715,-0.332,0.648,904350,680067,1349387,3168834,120,36,84
KS,2000,KS2000,KS3,-0.052,0.506,-0.068,0.664,-0.033,0.715,-0.332,0.648,904350,680067,1349387,3168834,120,36,84
KS,2004,KS2004,KS4,-0.088,0.779,-0.088,0.779,-0.035,0.731,-0.459,0.798,705856,475945,976115,2363602,80,19,61
KS,2008,KS2008,KS4,-0.088,0.779,-0.088,0.779,-0.035,0.731,-0.459,0.798,705856,475945,976115,2363602,80,19,61
KS,2012,KS2012,KS5,-0.089,0.783,-0.030,0.324,-0.017,0.403,-0.452,0.787,1447486,986504,1997050,4867979,160,37,123
KS,2016,KS2016,KS5,-0.089,0.783,-0.030,0.324,-0.017,0.403,-0.452,0.787,1447486,986504,1997050,4867979,160,37,123
KS,2018,KS2018,KS5,-0.089,0.783,-0.030,0.324,-0.017,0.403,-0.452,0.787,1447486,986504,1997050,4867979,160,37,123
KS,2020,KS2020,KS5,-0.089,0.783,-0.030,0.324,-0.017,0.403,-0.452,0.787,1447486,986504,1997050,4867979,160,37,123
KY,1974,KY1974,KY1,0.064,0.617,0.058,0.597,0.021,0.490,0.168,0.375,637011,763878,1693806,2801777,152,118,34
KY,1976,KY1976,KY1,0.064,0.617,0.058,0.597,0.021,0.490,0.168,0.375,637011,763878,1693806,2801777,152,118,34
KY,1978,KY1978,KY1,0.064,0.617,0.058,0.597,0.021,0.490,0.168,0.375,637011,763878,1693806,2801777,152,118,34
KY,1980,KY1980,KY1,0.064,0.617,0.058,0.597,0.021,0.490,0.168,0.375,637011,763878,1693806,2801777,152,118,34
KY,1982,KY1982,KY2,0.087,0.767,0.085,0.759,0.038,0.751,0.352,0.684,986236,1374260,2742629,4720993,190,143,47
KY,1984,KY1984,KY2,0.087,0.767,0.085,0.759,0.038,0.751,0.352,0.684,986236,1374260,2742629,4720993,190,143,47
KY,1986,KY1986,KY2,0.087,0.767,0.085,0.759,0.038,0.751,0.352,0.684,986236,1374260,2742629,4720993,190,143,47
KY,1988,KY1988,KY2,0.087,0.767,0.085,0.759,0.038,0.751,0.352,0.684,986236,1374260,2742629,4720993,190,143,47
KY,1990,KY1990,KY2,0.087,0.767,0.085,0.759,0.038,0.751,0.352,0.684,986236,1374260,2742629,4720993,190,143,47
KY,1996,KY1996,KY3,0.003,0.012,-0.018,0.198,-0.002,0.040,-0.026,0.091,786699,770921,1612747,3115241,114,62,52
KY,1998,KY1998,KY3,0.003,0.012,-0.018,0.198,-0.002,0.040,-0.026,0.091,786699,770921,1612747,3115241,114,62,52
KY,2000,KY2000,KY3,0.003,0.012,-0.018,0.198,-0.002,0.040,-0.026,0.091,786699,770921,1612747,3115241,114,62,52
KY,2002,KY2002,KY4,-0.078,0.696,-0.053,0.553,-0.026,0.597,-0.192,0.443,1916132,1413163,3238479,6658590,180,71,109
KY,2004,KY2004,KY4,-0.078,0.696,-0.053,0.553,-0.026,0.597,-0.192,0.443,1916132,1413163,3238479,6658590,180,71,109
KY,2006,KY2006,KY4,-0.078,0.696,-0.053,0.553,-0.026,0.597,-0.192,0.443,1916132,1413163,3238479,6658590,180,71,109
KY,2008,KY2008,KY4,-0.078,0.696,-0.053,0.553,-0.026,0.597,-0.192,0.443,1916132,1413163,3238479,6658590,180,71,109
KY,2010,KY2010,KY4,-0.078,0.696,-0.053,0.553,-0.026,0.597,-0.192,0.443,1916132,1413163,3238479,6658590,180,71,109
KY,2014,KY2014,KY5,-0.103,0.858,-0.099,0.850,-0.031,0.692,-0.257,0.553,1800315,1241050,2532798,6082730,152,34,118
KY,2016,KY2016,KY5,-0.103,0.858,-0.099,0.850,-0.031,0.692,-0.257,0.553,1800315,1241050,2532798,6082730,152,34,118
KY,2018,KY2018,KY5,-0.103,0.858,-0.099,0.850,-0.031,0.692,-0.257,0.553,1800315,1241050,2532798,6082730,152,34,118
KY,2020,KY2020,KY5,-0.103,0.858,-0.099,0.850,-0.031,0.692,-0.257,0.553,1800315,1241050,2532798,6082730,152,34,118
KY,2022,KY2022,KY6,-0.099,0.826,-0.086,0.767,-0.029,0.660,-0.634,0.897,536805,381094,718777,1835797,38,7,31
MA,2012,MA2012,MA5,0.072,0.660,0.040,0.411,0.011,0.269,0.441,0.779,3195735,4180446,9652886,14752363,200,175,25
MA,2014,MA2014,MA5,0.072,0.660,0.040,0.411,0.011,0.269,0.441,0.779,3195735,4180446,9652886,14752363,200,175,25
MA,2016,MA2016,MA5,0.072,0.660,0.040,0.411,0.011,0.269,0.441,0.779,3195735,4180446,9652886,14752363,200,175,25
MA,2018,MA2018,MA5,0.072,0.660,0.040,0.411,0.011,0.269,0.441,0.779,3195735,4180446,9652886,14752363,200,175,25
MA,2020,MA2020,MA5,0.072,0.660,0.040,0.411,0.011,0.269,0.441,0.779,3195735,4180446,9652886,14752363,200,175,25
MD,1974,MD1974,MD1,0.043,0.447,0.083,0.731,0.034,0.719,0.436,0.775,461883,518100,1270780,1959965,94,79,15
MD,1978,MD1978,MD1,0.043,0.447,0.083,0.731,0.034,0.719,0.436,0.775,461883,518100,1270780,1959965,94,79,15
MD,1982,MD1982,MD2,0.051,0.502,0.021,0.253,-0.002,0.055,0.600,0.877,770244,869047,2139881,3278582,141,121,20
MD,1986,MD1986,MD2,0.051,0.502,0.021,0.253,-0.002,0.055,0.600,0.877,770244,869047,2139881,3278582,141,121,20
MD,1990,MD1990,MD2,0.051,0.502,0.021,0.253,-0.002,0.055,0.600,0.877,770244,869047,2139881,3278582,141,121,20
MD,1994,MD1994,MD3,-0.009,0.087,0.050,0.538,0.031,0.688,0.080,0.229,789797,691004,1766539,2961602,94,64,30
MD,1998,MD1998,MD3,-0.009,0.087,0.050,0.538,0.031,0.688,0.080,0.229,789797,691004,1766539,2961602,94,64,30
MD,2002,MD2002,MD4,-0.015,0.154,0.040,0.407,0.019,0.447,0.242,0.526,1481116,1290183,3414223,5542598,141,101,40
MD,2006,MD2006,MD4,-0.015,0.154,0.040,0.407,0.019,0.447,0.242,0.526,1481116,1290183,3414223,5542598,141,101,40
MD,2010,MD2010,MD4,-0.015,0.154,0.040,0.407,0.019,0.447,0.242,0.526,1481116,1290183,3414223,5542598,141,101,40
MD,2014,MD2014,MD5,-0.045,0.478,0.047,0.482,0.042,0.787,0.155,0.364,1180320,896443,2580905,4153526,94,65,29
MD,2018,MD2018,MD5,-0.045,0.478,0.047,0.482,0.042,0.787,0.155,0.364,1180320,896443,2580905,4153526,94,65,29
MD,2022,MD2022,MD6,-0.066,0.628,0.084,0.739,0.062,0.909,0.207,0.462,574224,428387,1292990,2005220,47,34,13
ME,1974,ME1974,ME1,-0.078,0.700,-0.056,0.577,-0.025,0.577,-0.237,0.506,468849,355884,818784,1649466,132,55,77
ME,1976,ME1976,ME1,-0.078,0.700,-0.056,0.577,-0.025,0.577,-0.237,0.506,468849,355884,818784,1649466,132,55,77
ME,1978,ME1978,ME1,-0.078,0.700,-0.056,0.577,-0.025,0.577,-0.237,0.506,468849,355884,818784,1649466,132,55,77
ME,1980,ME1980,ME1,-0.078,0.700,-0.056,0.577,-0.025,0.577,-0.237,0.506,468849,355884,818784,1649466,132,55,77
ME,1982,ME1982,ME2,0.055,0.538,0.049,0.506,0.020,0.466,0.120,0.300,558583,681453,1335142,2480074,175,110,65
ME,1984,ME1984,ME2,0.055,0.538,0.049,0.506,0.020,0.466,0.120,0.300,558583,681453,1335142,2480074,175,110,65
ME,1986,ME1986,ME2,0.055,0.538,0.049,0.506,0.020,0.466,0.120,0.300,558583,681453,1335142,2480074,175,110,65
ME,1988,ME1988,ME2,0.055,0.538,0.049,0.506,0.020,0.466,0.120,0.300,558583,681453,1335142,2480074,175,110,65
ME,1990,ME1990,ME2,0.055,0.538,0.049,0.506,0.020,0.466,0.120,0.300,558583,681453,1335142,2480074,175,110,65
ME,1992,ME1992,ME3,-0.011,0.119,-0.006,0.083,-0.002,0.059,-0.078,0.221,703402,657906,1423729,2722617,175,94,81
ME,1994,ME1994,ME3,-0.011,0.119,-0.006,0.083,-0.002,0.059,-0.078,0.221,703402,657906,1423729,2722617,175,94,81
ME,1996,ME1996,ME3,-0.011,0.119,-0.006,0.083,-0.002,0.059,-0.078,0.221,703402,657906,1423729,2722617,175,94,81
ME,1998,ME1998,ME3,-0.011,0.119,-0.006,0.083,-0.002,0.059,-0.078,0.221,703402,657906,1423729,2722617,175,94,81
ME,2000,ME2000,ME3,-0.011,0.119,-0.006,0.083,-0.002,0.059,-0.078,0.221,703402,657906,1423729,2722617,175,94,81
ME,2002,ME2002,ME4,-0.029,0.308,-0.031,0.340,-0.005,0.126,-0.131,0.336,792430,690006,1533778,2964872,175,88,87
ME,2004,ME2004,ME4,-0.029,0.308,-0.031,0.340,-0.005,0.126,-0.131,0.336,792430,690006,1533778,2964872,175,88,87
ME,2006,ME2006,ME4,-0.029,0.308,-0.031,0.340,-0.005,0.126,-0.131,0.336,792430,690006,1533778,2964872,175,88,87
ME,2008,ME2008,ME4,-0.029,0.308,-0.031,0.340,-0.005,0.126,-0.131,0.336,792430,690006,1533778,2964872,175,88,87
ME,2010,ME2010,ME4,-0.029,0.308,-0.031,0.340,-0.005,0.126,-0.131,0.336,792430,690006,1533778,2964872,175,88,87
ME,2014,ME2014,ME5,0.016,0.174,0.017,0.186,0.012,0.292,0.082,0.233,633295,731322,1392585,2729234,140,75,65
ME,2016,ME2016,ME5,0.016,0.174,0.017,0.186,0.012,0.292,0.082,0.233,633295,731322,1392585,2729234,140,75,65
ME,2018,ME2018,ME5,0.016,0.174,0.017,0.186,0.012,0.292,0.082,0.233,633295,731322,1392585,2729234,140,75,65
ME,2020,ME2020,ME5,0.016,0.174,0.017,0.186,0.012,0.292,0.082,0.233,633295,731322,1392585,2729234,140,75,65
ME,2022,ME2022,ME6,0.071,0.652,0.040,0.403,0.004,0.115,0.268,0.573,137358,195135,351606,664985,35,22,13
