state,year,code,plan,eg_adj_avg,eg_avg_percentrank,bias_avg,bias_avg_percentrank,mmd_avg,mmd_avg_percentrank,dec2_avg,dec2_avg_percentrank,wasted_dem_plan,wasted_rep_plan,votes_dem_plan,votes_twop_plan,seats_plan,seats_dem_plan,seats_r_plan
WA,2002,WA2002,WA4,0.013,0.138,-0.005,0.063,-0.004,0.111,-0.008,0.024,2937707,2981185,6294850,11837784,245,141,104
WA,2004,WA2004,WA4,0.013,0.138,-0.005,0.063,-0.004,0.111,-0.008,0.024,2937707,2981185,6294850,11837784,245,141,104
WA,2006,WA2006,WA4,0.013,0.138,-0.005,0.063,-0.004,0.111,-0.008,0.024,2937707,2981185,6294850,11837784,245,141,104
WA,2008,WA2008,WA4,0.013,0.138,-0.005,0.063,-0.004,0.111,-0.008,0.024,2937707,2981185,6294850,11837784,245,141,104
WA,2010,WA2010,WA4,0.013,0.138,-0.005,0.063,-0.004,0.111,-0.008,0.024,2937707,2981185,6294850,11837784,245,141,104
WA,2012,WA2012,WA5,0.003,0.016,-0.029,0.316,-0.018,0.431,0.004,0.016,3635975,3552800,7516126,14377549,245,133,112
WA,2014,WA2014,WA5,0.003,0.016,-0.029,0.316,-0.018,0.431,0.004,0.016,3635975,3552800,7516126,14377549,245,133,112
WA,2016,WA2016,WA5,0.003,0.016,-0.029,0.316,-0.018,0.431,0.004,0.016,3635975,3552800,7516126,14377549,245,133,112
WA,2018,WA2018,WA5,0.003,0.016,-0.029,0.316,-0.018,0.431,0.004,0.016,3635975,3552800,7516126,14377549,245,133,112
WA,2020,WA2020,WA5,0.003,0.016,-0.029,0.316,-0.018,0.431,0.004,0.016,3635975,3552800,7516126,14377549,245,133,112
WI,1974,WI1974,WI1,0.041,0.411,0.009,0.115,0.012,0.304,0.098,0.261,1587953,1690311,3567710,6556528,132,83,49
WI,1976,WI1976,WI1,0.041,0.411,0.009,0.115,0.012,0.304,0.098,0.261,1587953,1690311,3567710,6556528,132,83,49
WI,1978,WI1978,WI1,0.041,0.411,0.009,0.115,0.012,0.304,0.098,0.261,1587953,1690311,3567710,6556528,132,83,49
WI,1980,WI1980,WI1,0.041,0.411,0.009,0.115,0.012,0.304,0.098,0.261,1587953,1690311,3567710,6556528,132,83,49
WI,1984,WI1984,WI2,0.063,0.609,0.058,0.593,0.033,0.711,0.266,0.561,1342490,1812074,3321048,6309127,132,82,50
WI,1986,WI1986,WI2,0.063,0.609,0.058,0.593,0.033,0.711,0.266,0.561,1342490,1812074,3321048,6309127,132,82,50
WI,1988,WI1988,WI2,0.063,0.609,0.058,0.593,0.033,0.711,0.266,0.561,1342490,1812074,3321048,6309127,132,82,50
WI,1990,WI1990,WI2,0.063,0.609,0.058,0.593,0.033,0.711,0.266,0.561,1342490,1812074,3321048,6309127,132,82,50
WI,1992,WI1992,WI3,0.045,0.474,-0.004,0.040,0.009,0.225,0.187,0.435,2192738,2727624,4805738,9840724,165,86,79
WI,1994,WI1994,WI3,0.045,0.474,-0.004,0.040,0.009,0.225,0.187,0.435,2192738,2727624,4805738,9840724,165,86,79
WI,1996,WI1996,WI3,0.045,0.474,-0.004,0.040,0.009,0.225,0.187,0.435,2192738,2727624,4805738,9840724,165,86,79
WI,1998,WI1998,WI3,0.045,0.474,-0.004,0.040,0.009,0.225,0.187,0.435,2192738,2727624,4805738,9840724,165,86,79
WI,2000,WI2000,WI3,0.045,0.474,-0.004,0.040,0.009,0.225,0.187,0.435,2192738,2727624,4805738,9840724,165,86,79
WI,2002,WI2002,WI4,-0.052,0.510,-0.042,0.431,-0.013,0.328,-0.176,0.399,3331013,2675755,6199701,12013537,165,79,86
WI,2004,WI2004,WI4,-0.052,0.510,-0.042,0.431,-0.013,0.328,-0.176,0.399,3331013,2675755,6199701,12013537,165,79,86
WI,2006,WI2006,WI4,-0.052,0.510,-0.042,0.431,-0.013,0.328,-0.176,0.399,3331013,2675755,6199701,12013537,165,79,86
WI,2008,WI2008,WI4,-0.052,0.510,-0.042,0.431,-0.013,0.328,-0.176,0.399,3331013,2675755,6199701,12013537,165,79,86
WI,2010,WI2010,WI4,-0.052,0.510,-0.042,0.431,-0.013,0.328,-0.176,0.399,3331013,2675755,6199701,12013537,165,79,86
WI,2012,WI2012,WI5,-0.112,0.885,-0.118,0.913,-0.047,0.842,-0.406,0.747,5001618,3106080,8113088,16215397,198,77,121
WI,2014,WI2014,WI5,-0.112,0.885,-0.118,0.913,-0.047,0.842,-0.406,0.747,5001618,3106080,8113088,16215397,198,77,121
WI,2016,WI2016,WI5,-0.112,0.885,-0.118,0.913,-0.047,0.842,-0.406,0.747,5001618,3106080,8113088,16215397,198,77,121
WI,2018,WI2018,WI5,-0.112,0.885,-0.118,0.913,-0.047,0.842,-0.406,0.747,5001618,3106080,8113088,16215397,198,77,121
WI,2020,WI2020,WI5,-0.112,0.885,-0.118,0.913,-0.047,0.842,-0.406,0.747,5001618,3106080,8113088,16215397,198,77,121
WI,2022,WI2022,WI5,-0.112,0.885,-0.118,0.913,-0.047,0.842,-0.406,0.747,5001618,3106080,8113088,16215397,198,77,121
WV,2022,WV2022,WV6,-0.185,0.996,-0.013,0.150,0.001,0.036,-0.585,0.870,164565,73438,177112,476006,17,1,16
WY,1992,WY1992,WY3,-0.100,0.838,-0.058,0.585,-0.025,0.569,-0.252,0.549,296144,183642,441393,959572,150,48,102
WY,1994,WY1994,WY3,-0.100,0.838,-0.058,0.585,-0.025,0.569,-0.252,0.549,296144,183642,441393,959572,150,48,102
WY,1996,WY1996,WY3,-0.100,0.838,-0.058,0.585,-0.025,0.569,-0.252,0.549,296144,183642,441393,959572,150,48,102
WY,1998,WY1998,WY3,-0.100,0.838,-0.058,0.585,-0.025,0.569,-0.252,0.549,296144,183642,441393,959572,150,48,102
WY,2000,WY2000,WY3,-0.100,0.838,-0.058,0.585,-0.025,0.569,-0.252,0.549,296144,183642,441393,959572,150,48,102
WY,2002,WY2002,WY4,-0.053,0.518,-0.061,0.617,-0.022,0.534,0.076,0.213,296847,227088,411055,1047870,150,35,115
WY,2004,WY2004,WY4,-0.053,0.518,-0.061,0.617,-0.022,0.534,0.076,0.213,296847,227088,411055,1047870,150,35,115
WY,2006,WY2006,WY4,-0.053,0.518,-0.061,0.617,-0.022,0.534,0.076,0.213,296847,227088,411055,1047870,150,35,115
WY,2008,WY2008,WY4,-0.053,0.518,-0.061,0.617,-0.022,0.534,0.076,0.213,296847,227088,411055,1047870,150,35,115
WY,2010,WY2010,WY4,-0.053,0.518,-0.061,0.617,-0.022,0.534,0.076,0.213,296847,227088,411055,1047870,150,35,115
WY,2012,WY2012,WY5,-0.035,0.348,-0.048,0.486,-0.023,0.545,0.211,0.474,269265,233998,321588,1006525,150,16,134
WY,2014,WY2014,WY5,-0.035,0.348,-0.048,0.486,-0.023,0.545,0.211,0.474,269265,233998,321588,1006525,150,16,134
WY,2016,WY2016,WY5,-0.035,0.348,-0.048,0.486,-0.023,0.545,0.211,0.474,269265,233998,321588,1006525,150,16,134
WY,2018,WY2018,WY5,-0.035,0.348,-0.048,0.486,-0.023,0.545,0.211,0.474,269265,233998,321588,1006525,150,16,134
WY,2020,WY2020,WY5,-0.035,0.348,-0.048,0.486,-0.023,0.545,0.211,0.474,269265,233998,321588,1006525,150,16,134
WY,2022,WY2022,WY6,-0.036,0.375,-0.104,0.866,-0.039,0.767,-0.995,0.988,60456,50851,66896,222612,31,2,29
