district,year,plan,winner,winner_plan,dem_share
20,1994,NM3,R,R,0.396
21,1994,NM3,D,X,0.540
22,1994,NM3,R,R,0.325
23,1994,NM3,R,R,0.374
24,1994,NM3,R,R,0.367
25,1994,NM3,D,D,0.600
26,1994,NM3,R,X,0.457
27,1994,NM3,R,R,0.354
28,1994,NM3,R,R,0.416
29,1994,NM3,R,R,0.451
30,1994,NM3,R,R,0.283
31,1994,NM3,R,R,0.318
32,1994,NM3,D,D,0.622
33,1994,NM3,D,D,0.627
34,1994,NM3,R,X,0.496
35,1994,NM3,D,D,0.639
36,1994,NM3,D,X,0.594
37,1994,NM3,R,X,0.394
38,1994,NM3,R,R,0.361
39,1994,NM3,D,D,0.592
40,1994,NM3,D,D,0.734
41,1994,NM3,D,D,0.656
42,1994,NM3,D,D,0.603
43,1994,NM3,R,R,0.388
44,1994,NM3,D,X,0.515
45,1994,NM3,D,D,0.745
46,1994,NM3,D,D,0.756
47,1994,NM3,D,D,0.705
48,1994,NM3,D,D,0.767
49,1994,NM3,D,X,0.602
50,1994,NM3,D,D,0.530
51,1994,NM3,R,X,0.451
52,1994,NM3,D,D,0.511
53,1994,NM3,R,X,0.412
54,1994,NM3,D,D,0.695
55,1994,NM3,D,D,0.688
56,1994,NM3,R,X,0.468
57,1994,NM3,R,R,0.265
58,1994,NM3,D,X,0.648
59,1994,NM3,R,R,0.388
60,1994,NM3,D,X,0.501
61,1994,NM3,D,D,0.596
62,1994,NM3,R,R,0.219
63,1994,NM3,D,X,0.527
64,1994,NM3,R,R,0.367
65,1994,NM3,D,D,0.697
66,1994,NM3,R,R,0.370
67,1994,NM3,D,X,0.517
68,1994,NM3,D,D,0.618
69,1994,NM3,D,D,0.736
70,1994,NM3,D,D,0.759
1,1996,NM3,D,X,0.509
2,1996,NM3,R,R,0.361
3,1996,NM3,R,X,0.297
4,1996,NM3,R,X,0.499
5,1996,NM3,D,D,0.658
6,1996,NM3,D,D,0.730
7,1996,NM3,D,X,0.543
8,1996,NM3,D,D,0.550
9,1996,NM3,D,D,0.807
10,1996,NM3,D,D,0.716
11,1996,NM3,D,D,0.762
12,1996,NM3,D,D,0.669
13,1996,NM3,D,D,0.696
14,1996,NM3,D,D,0.721
15,1996,NM3,D,X,0.539
16,1996,NM3,D,D,0.550
17,1996,NM3,D,D,0.693
18,1996,NM3,D,D,0.654
19,1996,NM3,D,D,0.638
20,1996,NM3,R,R,0.018
21,1996,NM3,D,X,0.547
22,1996,NM3,R,R,0.366
23,1996,NM3,R,R,0.348
24,1996,NM3,R,R,0.436
25,1996,NM3,D,D,0.662
26,1996,NM3,D,X,0.501
27,1996,NM3,R,R,0.347
28,1996,NM3,R,R,0.337
29,1996,NM3,R,R,0.471
30,1996,NM3,R,R,0.374
31,1996,NM3,R,R,0.363
32,1996,NM3,D,D,0.611
33,1996,NM3,D,D,0.605
34,1996,NM3,D,X,0.608
35,1996,NM3,D,D,0.598
36,1996,NM3,D,X,0.543
37,1996,NM3,R,X,0.445
38,1996,NM3,R,R,0.407
39,1996,NM3,D,D,0.622
40,1996,NM3,D,D,0.723
41,1996,NM3,D,D,0.658
42,1996,NM3,D,D,0.679
43,1996,NM3,R,R,0.344
44,1996,NM3,R,X,0.486
45,1996,NM3,D,D,0.747
46,1996,NM3,D,D,0.737
47,1996,NM3,D,D,0.665
48,1996,NM3,D,D,0.761
49,1996,NM3,D,X,0.610
50,1996,NM3,D,D,0.526
51,1996,NM3,R,X,0.447
52,1996,NM3,D,D,0.512
53,1996,NM3,R,X,0.318
54,1996,NM3,D,D,0.720
55,1996,NM3,D,D,0.692
56,1996,NM3,R,X,0.455
57,1996,NM3,R,R,0.299
58,1996,NM3,R,X,0.499
59,1996,NM3,R,R,0.376
60,1996,NM3,R,X,0.444
61,1996,NM3,D,D,0.602
62,1996,NM3,R,R,0.317
63,1996,NM3,R,X,0.470
64,1996,NM3,R,R,0.302
65,1996,NM3,D,D,0.676
66,1996,NM3,R,R,0.323
67,1996,NM3,R,X,0.497
68,1996,NM3,D,D,0.621
69,1996,NM3,D,D,0.686
70,1996,NM3,D,D,0.743
1,1998,NM3,D,X,0.573
2,1998,NM3,R,R,0.296
3,1998,NM3,R,X,0.246
4,1998,NM3,D,X,0.613
5,1998,NM3,D,D,0.688
6,1998,NM3,D,D,0.665
7,1998,NM3,R,X,0.480
8,1998,NM3,D,D,0.576
9,1998,NM3,D,D,0.777
10,1998,NM3,D,D,0.724
11,1998,NM3,D,D,0.775
12,1998,NM3,D,D,0.697
13,1998,NM3,D,D,0.693
14,1998,NM3,D,D,0.771
15,1998,NM3,D,X,0.537
16,1998,NM3,D,D,0.582
17,1998,NM3,D,D,0.702
18,1998,NM3,D,D,0.705
19,1998,NM3,D,D,0.675
20,1998,NM3,R,R,0.095
21,1998,NM3,D,X,0.557
22,1998,NM3,R,R,0.400
23,1998,NM3,R,R,0.390
24,1998,NM3,R,R,0.380
25,1998,NM3,D,D,0.680
26,1998,NM3,R,X,0.484
27,1998,NM3,R,R,0.337
28,1998,NM3,R,R,0.351
29,1998,NM3,R,R,0.417
30,1998,NM3,R,R,0.390
31,1998,NM3,R,R,0.391
32,1998,NM3,D,D,0.556
33,1998,NM3,D,D,0.651
34,1998,NM3,D,X,0.611
35,1998,NM3,D,D,0.649
36,1998,NM3,R,X,0.492
37,1998,NM3,R,X,0.388
38,1998,NM3,R,R,0.467
39,1998,NM3,D,D,0.590
40,1998,NM3,D,D,0.731
41,1998,NM3,D,D,0.672
42,1998,NM3,D,D,0.698
43,1998,NM3,R,R,0.302
44,1998,NM3,R,X,0.433
45,1998,NM3,D,D,0.740
46,1998,NM3,D,D,0.734
47,1998,NM3,D,D,0.702
48,1998,NM3,D,D,0.765
49,1998,NM3,R,X,0.486
50,1998,NM3,D,D,0.576
51,1998,NM3,R,X,0.462
52,1998,NM3,D,D,0.513
53,1998,NM3,R,X,0.273
54,1998,NM3,D,D,0.731
55,1998,NM3,D,D,0.652
56,1998,NM3,R,X,0.288
57,1998,NM3,R,R,0.360
58,1998,NM3,R,X,0.446
59,1998,NM3,R,R,0.308
60,1998,NM3,R,X,0.378
61,1998,NM3,D,D,0.623
62,1998,NM3,R,R,0.264
63,1998,NM3,D,X,0.503
64,1998,NM3,R,R,0.275
65,1998,NM3,D,D,0.696
66,1998,NM3,R,R,0.286
67,1998,NM3,R,X,0.369
68,1998,NM3,D,D,0.636
69,1998,NM3,D,D,0.596
70,1998,NM3,D,D,0.697
1,2000,NM3,R,X,0.435
2,2000,NM3,R,R,0.285
3,2000,NM3,R,X,0.236
4,2000,NM3,D,X,0.687
5,2000,NM3,D,D,0.674
6,2000,NM3,D,D,0.685
7,2000,NM3,D,X,0.502
8,2000,NM3,D,D,0.520
9,2000,NM3,D,D,0.750
10,2000,NM3,D,D,0.722
11,2000,NM3,D,D,0.786
12,2000,NM3,D,D,0.722
13,2000,NM3,D,D,0.678
14,2000,NM3,D,D,0.782
15,2000,NM3,R,X,0.490
16,2000,NM3,D,D,0.549
17,2000,NM3,D,D,0.692
18,2000,NM3,D,D,0.701
19,2000,NM3,D,D,0.671
20,2000,NM3,R,R,0.167
21,2000,NM3,D,X,0.540
22,2000,NM3,R,R,0.362
23,2000,NM3,R,R,0.350
24,2000,NM3,R,R,0.369
25,2000,NM3,D,D,0.694
26,2000,NM3,D,X,0.518
27,2000,NM3,R,R,0.342
28,2000,NM3,R,R,0.414
29,2000,NM3,R,R,0.403
30,2000,NM3,R,R,0.464
31,2000,NM3,R,R,0.351
32,2000,NM3,D,D,0.586
33,2000,NM3,D,D,0.692
34,2000,NM3,D,X,0.635
35,2000,NM3,D,D,0.650
36,2000,NM3,D,X,0.502
37,2000,NM3,R,X,0.442
38,2000,NM3,R,R,0.403
39,2000,NM3,D,D,0.656
40,2000,NM3,D,D,0.718
41,2000,NM3,D,D,0.664
42,2000,NM3,D,D,0.705
43,2000,NM3,R,R,0.324
44,2000,NM3,R,X,0.442
45,2000,NM3,D,D,0.728
46,2000,NM3,D,D,0.720
47,2000,NM3,D,D,0.712
48,2000,NM3,D,D,0.747
49,2000,NM3,R,X,0.387
50,2000,NM3,D,D,0.596
51,2000,NM3,R,X,0.454
52,2000,NM3,D,D,0.505
53,2000,NM3,R,X,0.285
54,2000,NM3,D,D,0.689
55,2000,NM3,D,D,0.590
56,2000,NM3,R,X,0.286
57,2000,NM3,R,R,0.314
58,2000,NM3,D,X,0.502
59,2000,NM3,R,R,0.303
60,2000,NM3,D,X,0.501
61,2000,NM3,D,D,0.652
62,2000,NM3,R,R,0.341
63,2000,NM3,D,X,0.536
64,2000,NM3,R,R,0.273
65,2000,NM3,D,D,0.694
66,2000,NM3,R,R,0.285
67,2000,NM3,R,X,0.352
68,2000,NM3,D,D,0.576
69,2000,NM3,D,D,0.523
70,2000,NM3,D,D,0.724
1,2002,NM4,R,R,0.322
2,2002,NM4,R,R,0.317
3,2002,NM4,R,R,0.312
4,2002,NM4,D,D,0.576
5,2002,NM4,D,D,0.584
6,2002,NM4,D,D,0.634
7,2002,NM4,D,X,0.538
8,2002,NM4,D,X,0.514
9,2002,NM4,D,D,0.706
10,2002,NM4,D,D,0.627
11,2002,NM4,D,D,0.795
12,2002,NM4,D,D,0.635
13,2002,NM4,D,D,0.636
14,2002,NM4,D,D,0.755
15,2002,NM4,R,X,0.486
16,2002,NM4,D,D,0.621
17,2002,NM4,D,D,0.615
18,2002,NM4,D,D,0.712
19,2002,NM4,D,D,0.660
20,2002,NM4,R,R,0.338
21,2002,NM4,D,D,0.605
22,2002,NM4,R,R,0.353
23,2002,NM4,R,X,0.440
24,2002,NM4,R,R,0.410
25,2002,NM4,D,D,0.638
26,2002,NM4,D,D,0.591
27,2002,NM4,R,R,0.340
28,2002,NM4,R,R,0.383
29,2002,NM4,R,R,0.399
30,2002,NM4,R,X,0.364
31,2002,NM4,R,R,0.373
32,2002,NM4,D,D,0.534
33,2002,NM4,D,D,0.623
34,2002,NM4,D,D,0.643
35,2002,NM4,D,D,0.624
36,2002,NM4,D,D,0.508
37,2002,NM4,R,X,0.410
38,2002,NM4,R,R,0.483
39,2002,NM4,D,D,0.611
40,2002,NM4,D,D,0.674
41,2002,NM4,D,D,0.647
42,2002,NM4,D,D,0.558
43,2002,NM4,R,R,0.438
44,2002,NM4,R,R,0.357
45,2002,NM4,D,D,0.677
46,2002,NM4,D,D,0.683
47,2002,NM4,D,D,0.681
48,2002,NM4,D,D,0.712
49,2002,NM4,R,R,0.343
50,2002,NM4,D,D,0.583
51,2002,NM4,R,R,0.403
52,2002,NM4,D,D,0.624
53,2002,NM4,R,X,0.394
54,2002,NM4,D,X,0.508
55,2002,NM4,D,X,0.511
56,2002,NM4,R,R,0.355
57,2002,NM4,R,R,0.334
58,2002,NM4,D,X,0.523
59,2002,NM4,R,R,0.352
60,2002,NM4,D,X,0.501
61,2002,NM4,D,X,0.577
62,2002,NM4,R,R,0.278
63,2002,NM4,D,D,0.501
64,2002,NM4,R,R,0.314
65,2002,NM4,D,D,0.703
66,2002,NM4,R,R,0.322
67,2002,NM4,R,R,0.336
68,2002,NM4,D,D,0.633
69,2002,NM4,D,D,0.635
70,2002,NM4,D,D,0.668
1,2004,NM4,R,R,0.271
2,2004,NM4,R,R,0.320
3,2004,NM4,R,R,0.251
4,2004,NM4,D,D,0.615
5,2004,NM4,D,D,0.688
6,2004,NM4,D,D,0.688
7,2004,NM4,D,X,0.546
8,2004,NM4,D,X,0.521
9,2004,NM4,D,D,0.786
10,2004,NM4,D,D,0.670
11,2004,NM4,D,D,0.783
12,2004,NM4,D,D,0.603
13,2004,NM4,D,D,0.681
14,2004,NM4,D,D,0.725
15,2004,NM4,R,X,0.469
16,2004,NM4,D,D,0.595
17,2004,NM4,D,D,0.658
18,2004,NM4,D,D,0.788
19,2004,NM4,D,D,0.713
20,2004,NM4,R,R,0.346
21,2004,NM4,D,D,0.644
22,2004,NM4,R,R,0.408
23,2004,NM4,R,X,0.475
24,2004,NM4,R,R,0.391
25,2004,NM4,D,D,0.686
26,2004,NM4,D,D,0.606
27,2004,NM4,R,R,0.322
28,2004,NM4,R,R,0.426
29,2004,NM4,R,R,0.446
30,2004,NM4,R,X,0.409
31,2004,NM4,R,R,0.434
32,2004,NM4,D,D,0.545
33,2004,NM4,D,D,0.604
34,2004,NM4,D,D,0.691
35,2004,NM4,D,D,0.619
36,2004,NM4,D,D,0.521
37,2004,NM4,R,X,0.487
38,2004,NM4,R,R,0.389
39,2004,NM4,D,D,0.645
40,2004,NM4,D,D,0.731
41,2004,NM4,D,D,0.700
42,2004,NM4,D,D,0.722
43,2004,NM4,R,R,0.427
44,2004,NM4,R,R,0.347
45,2004,NM4,D,D,0.671
46,2004,NM4,D,D,0.742
47,2004,NM4,D,D,0.760
48,2004,NM4,D,D,0.775
49,2004,NM4,R,R,0.394
50,2004,NM4,D,D,0.621
51,2004,NM4,R,R,0.332
52,2004,NM4,D,D,0.633
53,2004,NM4,R,X,0.422
54,2004,NM4,D,X,0.501
55,2004,NM4,D,X,0.514
56,2004,NM4,R,R,0.307
57,2004,NM4,R,R,0.319
58,2004,NM4,R,X,0.437
59,2004,NM4,R,R,0.305
60,2004,NM4,D,X,0.517
61,2004,NM4,D,X,0.517
62,2004,NM4,R,R,0.216
63,2004,NM4,D,D,0.570
64,2004,NM4,R,R,0.273
65,2004,NM4,D,D,0.754
66,2004,NM4,R,R,0.320
67,2004,NM4,R,R,0.303
68,2004,NM4,D,D,0.618
69,2004,NM4,D,D,0.677
70,2004,NM4,D,D,0.705
1,2006,NM4,R,R,0.306
2,2006,NM4,R,R,0.375
3,2006,NM4,R,R,0.329
4,2006,NM4,D,D,0.653
5,2006,NM4,D,D,0.739
6,2006,NM4,D,D,0.720
7,2006,NM4,D,X,0.536
8,2006,NM4,D,X,0.531
9,2006,NM4,D,D,0.767
10,2006,NM4,D,D,0.705
11,2006,NM4,D,D,0.785
12,2006,NM4,D,D,0.678
13,2006,NM4,D,D,0.721
14,2006,NM4,D,D,0.771
15,2006,NM4,R,X,0.464
16,2006,NM4,D,D,0.686
17,2006,NM4,D,D,0.673
18,2006,NM4,D,D,0.828
19,2006,NM4,D,D,0.748
20,2006,NM4,R,R,0.444
21,2006,NM4,D,D,0.674
22,2006,NM4,R,R,0.418
23,2006,NM4,R,X,0.473
24,2006,NM4,R,R,0.453
25,2006,NM4,D,D,0.713
26,2006,NM4,D,D,0.696
27,2006,NM4,R,R,0.374
28,2006,NM4,R,R,0.436
29,2006,NM4,R,R,0.472
30,2006,NM4,R,X,0.435
31,2006,NM4,R,R,0.412
32,2006,NM4,D,D,0.615
33,2006,NM4,D,D,0.657
34,2006,NM4,D,D,0.721
35,2006,NM4,D,D,0.674
36,2006,NM4,D,D,0.560
37,2006,NM4,D,X,0.516
38,2006,NM4,R,R,0.418
39,2006,NM4,D,D,0.683
40,2006,NM4,D,D,0.763
41,2006,NM4,D,D,0.732
42,2006,NM4,D,D,0.779
43,2006,NM4,R,R,0.478
44,2006,NM4,R,R,0.409
45,2006,NM4,D,D,0.736
46,2006,NM4,D,D,0.770
47,2006,NM4,D,D,0.794
48,2006,NM4,D,D,0.806
49,2006,NM4,R,R,0.450
50,2006,NM4,D,D,0.656
51,2006,NM4,R,R,0.411
52,2006,NM4,D,D,0.676
53,2006,NM4,D,X,0.519
54,2006,NM4,R,X,0.452
55,2006,NM4,D,X,0.546
56,2006,NM4,R,R,0.353
57,2006,NM4,R,R,0.328
58,2006,NM4,R,X,0.459
59,2006,NM4,R,R,0.407
60,2006,NM4,D,X,0.569
61,2006,NM4,R,X,0.493
62,2006,NM4,R,R,0.257
63,2006,NM4,D,D,0.598
64,2006,NM4,R,R,0.334
65,2006,NM4,D,D,0.781
66,2006,NM4,R,R,0.338
67,2006,NM4,R,R,0.369
68,2006,NM4,,D,
69,2006,NM4,D,D,0.723
70,2006,NM4,D,D,0.717
1,2008,NM4,R,R,0.302
2,2008,NM4,R,R,0.362
3,2008,NM4,R,R,0.305
4,2008,NM4,D,D,0.662
5,2008,NM4,D,D,0.744
6,2008,NM4,D,D,0.620
7,2008,NM4,D,X,0.555
8,2008,NM4,D,X,0.606
9,2008,NM4,D,D,0.757
10,2008,NM4,D,D,0.716
11,2008,NM4,D,D,0.797
12,2008,NM4,D,D,0.712
13,2008,NM4,D,D,0.695
14,2008,NM4,D,D,0.776
15,2008,NM4,D,X,0.521
16,2008,NM4,D,D,0.703
17,2008,NM4,D,D,0.666
18,2008,NM4,D,D,0.828
19,2008,NM4,D,D,0.772
20,2008,NM4,R,R,0.446
21,2008,NM4,D,D,0.674
22,2008,NM4,R,R,0.416
23,2008,NM4,D,X,0.514
24,2008,NM4,R,R,0.451
25,2008,NM4,D,D,0.714
26,2008,NM4,D,D,0.750
27,2008,NM4,R,R,0.387
28,2008,NM4,R,R,0.464
29,2008,NM4,R,R,0.469
30,2008,NM4,D,X,0.506
31,2008,NM4,R,R,0.424
32,2008,NM4,D,D,0.654
33,2008,NM4,D,D,0.682
34,2008,NM4,D,D,0.741
35,2008,NM4,D,D,0.695
36,2008,NM4,D,D,0.536
37,2008,NM4,D,X,0.605
38,2008,NM4,R,R,0.423
39,2008,NM4,D,D,0.634
40,2008,NM4,D,D,0.780
41,2008,NM4,D,D,0.742
42,2008,NM4,D,D,0.813
43,2008,NM4,R,R,0.499
44,2008,NM4,R,R,0.459
45,2008,NM4,D,D,0.771
46,2008,NM4,D,D,0.790
47,2008,NM4,D,D,0.783
48,2008,NM4,D,D,0.823
49,2008,NM4,R,R,0.453
50,2008,NM4,D,D,0.669
51,2008,NM4,R,R,0.458
52,2008,NM4,D,D,0.688
53,2008,NM4,D,X,0.590
54,2008,NM4,R,X,0.409
55,2008,NM4,D,X,0.542
56,2008,NM4,R,R,0.346
57,2008,NM4,R,R,0.340
58,2008,NM4,R,X,0.384
59,2008,NM4,R,R,0.348
60,2008,NM4,D,X,0.508
61,2008,NM4,R,X,0.400
62,2008,NM4,R,R,0.242
63,2008,NM4,D,D,0.588
64,2008,NM4,R,R,0.361
65,2008,NM4,D,D,0.802
66,2008,NM4,R,R,0.311
67,2008,NM4,R,R,0.448
68,2008,NM4,D,D,0.728
69,2008,NM4,D,D,0.735
70,2008,NM4,D,D,0.698
1,2010,NM4,R,R,0.235
2,2010,NM4,R,R,0.261
3,2010,NM4,R,R,0.229
4,2010,NM4,D,D,0.593
5,2010,NM4,D,D,0.684
6,2010,NM4,D,D,0.611
7,2010,NM4,R,X,0.451
8,2010,NM4,R,X,0.465
9,2010,NM4,D,D,0.692
10,2010,NM4,D,D,0.655
11,2010,NM4,D,D,0.747
12,2010,NM4,D,D,0.630
13,2010,NM4,D,D,0.658
14,2010,NM4,D,D,0.706
15,2010,NM4,D,X,0.507
16,2010,NM4,D,D,0.641
17,2010,NM4,D,D,0.635
18,2010,NM4,D,D,0.782
19,2010,NM4,D,D,0.739
20,2010,NM4,R,R,0.412
21,2010,NM4,D,D,0.520
22,2010,NM4,R,R,0.386
23,2010,NM4,R,X,0.459
24,2010,NM4,R,R,0.415
25,2010,NM4,D,D,0.643
26,2010,NM4,D,D,0.620
27,2010,NM4,R,R,0.313
28,2010,NM4,R,R,0.391
29,2010,NM4,R,R,0.408
30,2010,NM4,R,X,0.419
31,2010,NM4,R,R,0.368
32,2010,NM4,D,D,0.569
33,2010,NM4,D,D,0.619
34,2010,NM4,D,D,0.684
35,2010,NM4,D,D,0.645
36,2010,NM4,D,D,0.558
37,2010,NM4,R,X,0.486
38,2010,NM4,R,R,0.346
39,2010,NM4,D,D,0.559
40,2010,NM4,D,D,0.734
41,2010,NM4,D,D,0.688
42,2010,NM4,D,D,0.789
43,2010,NM4,R,R,0.491
44,2010,NM4,R,R,0.372
45,2010,NM4,D,D,0.735
46,2010,NM4,D,D,0.742
47,2010,NM4,D,D,0.759
48,2010,NM4,D,D,0.785
49,2010,NM4,R,R,0.392
50,2010,NM4,D,D,0.604
51,2010,NM4,R,R,0.371
52,2010,NM4,D,D,0.621
53,2010,NM4,R,X,0.471
54,2010,NM4,R,X,0.319
55,2010,NM4,R,X,0.478
56,2010,NM4,R,R,0.310
57,2010,NM4,R,R,0.253
58,2010,NM4,R,X,0.351
59,2010,NM4,R,R,0.279
60,2010,NM4,R,X,0.391
61,2010,NM4,R,X,0.282
62,2010,NM4,R,R,0.180
63,2010,NM4,D,D,0.545
64,2010,NM4,R,R,0.253
65,2010,NM4,D,D,0.754
66,2010,NM4,R,R,0.232
67,2010,NM4,R,R,0.312
68,2010,NM4,D,D,0.652
69,2010,NM4,D,D,0.679
70,2010,NM4,D,D,0.650
1,2012,NM5,R,R,0.280
2,2012,NM5,R,R,0.311
3,2012,NM5,R,R,0.270
4,2012,NM5,R,X,0.386
5,2012,NM5,D,D,0.690
6,2012,NM5,D,D,0.674
7,2012,NM5,R,R,0.496
8,2012,NM5,R,R,0.470
9,2012,NM5,D,D,0.693
10,2012,NM5,D,D,0.657
11,2012,NM5,D,D,0.726
12,2012,NM5,D,D,0.718
13,2012,NM5,D,D,0.715
14,2012,NM5,D,D,0.732
15,2012,NM5,D,X,0.512
16,2012,NM5,D,D,0.604
17,2012,NM5,D,D,0.666
18,2012,NM5,D,D,0.811
19,2012,NM5,D,D,0.711
20,2012,NM5,R,X,0.442
21,2012,NM5,D,D,0.645
22,2012,NM5,R,R,0.428
23,2012,NM5,R,X,0.497
24,2012,NM5,D,X,0.511
25,2012,NM5,D,D,0.631
26,2012,NM5,D,D,0.617
27,2012,NM5,R,X,0.410
28,2012,NM5,R,X,0.425
29,2012,NM5,R,X,0.475
30,2012,NM5,R,X,0.461
31,2012,NM5,R,R,0.399
32,2012,NM5,D,D,0.638
33,2012,NM5,D,D,0.582
34,2012,NM5,D,D,0.672
35,2012,NM5,D,D,0.646
36,2012,NM5,D,X,0.535
37,2012,NM5,D,X,0.500
38,2012,NM5,R,R,0.451
39,2012,NM5,D,X,0.522
40,2012,NM5,D,D,0.660
41,2012,NM5,D,D,0.710
42,2012,NM5,D,D,0.732
43,2012,NM5,D,D,0.512
44,2012,NM5,R,R,0.410
45,2012,NM5,D,D,0.727
46,2012,NM5,D,D,0.668
47,2012,NM5,D,D,0.731
48,2012,NM5,D,D,0.749
49,2012,NM5,R,R,0.396
50,2012,NM5,D,D,0.557
51,2012,NM5,R,R,0.347
52,2012,NM5,D,D,0.644
53,2012,NM5,D,X,0.532
54,2012,NM5,R,R,0.321
55,2012,NM5,R,R,0.312
56,2012,NM5,R,R,0.340
57,2012,NM5,R,R,0.468
58,2012,NM5,R,R,0.380
59,2012,NM5,R,R,0.312
60,2012,NM5,R,R,0.413
61,2012,NM5,R,R,0.355
62,2012,NM5,R,R,0.265
63,2012,NM5,D,X,0.635
64,2012,NM5,R,R,0.275
65,2012,NM5,D,D,0.741
66,2012,NM5,R,R,0.344
67,2012,NM5,R,R,0.344
68,2012,NM5,R,X,0.450
69,2012,NM5,D,D,0.668
70,2012,NM5,D,D,0.609
1,2014,NM5,R,R,0.272
2,2014,NM5,R,R,0.234
3,2014,NM5,R,R,0.180
4,2014,NM5,R,X,0.402
5,2014,NM5,D,D,0.669
6,2014,NM5,D,D,0.691
7,2014,NM5,R,R,0.429
8,2014,NM5,R,R,0.413
9,2014,NM5,D,D,0.723
10,2014,NM5,D,D,0.620
11,2014,NM5,D,D,0.720
12,2014,NM5,D,D,0.672
13,2014,NM5,D,D,0.718
14,2014,NM5,D,D,0.694
15,2014,NM5,R,X,0.481
16,2014,NM5,D,D,0.567
17,2014,NM5,D,D,0.614
18,2014,NM5,D,D,0.814
19,2014,NM5,D,D,0.756
20,2014,NM5,R,X,0.452
21,2014,NM5,D,D,0.665
22,2014,NM5,R,R,0.406
23,2014,NM5,R,X,0.435
24,2014,NM5,R,X,0.478
25,2014,NM5,D,D,0.605
26,2014,NM5,D,D,0.556
27,2014,NM5,R,X,0.361
28,2014,NM5,R,X,0.379
29,2014,NM5,R,X,0.463
30,2014,NM5,R,X,0.457
31,2014,NM5,R,R,0.337
32,2014,NM5,D,D,0.531
33,2014,NM5,D,D,0.575
34,2014,NM5,D,D,0.645
35,2014,NM5,D,D,0.571
36,2014,NM5,R,X,0.459
37,2014,NM5,R,X,0.477
38,2014,NM5,R,R,0.422
39,2014,NM5,R,X,0.475
40,2014,NM5,D,D,0.668
41,2014,NM5,D,D,0.744
42,2014,NM5,D,D,0.774
43,2014,NM5,D,D,0.568
44,2014,NM5,R,R,0.343
45,2014,NM5,D,D,0.774
46,2014,NM5,D,D,0.758
47,2014,NM5,D,D,0.782
48,2014,NM5,D,D,0.799
49,2014,NM5,R,R,0.286
50,2014,NM5,D,D,0.540
51,2014,NM5,R,R,0.277
52,2014,NM5,D,D,0.658
53,2014,NM5,R,X,0.381
54,2014,NM5,R,R,0.288
55,2014,NM5,R,R,0.240
56,2014,NM5,R,R,0.264
57,2014,NM5,R,R,0.405
58,2014,NM5,R,R,0.323
59,2014,NM5,R,R,0.244
60,2014,NM5,R,R,0.366
61,2014,NM5,R,R,0.263
62,2014,NM5,R,R,0.218
63,2014,NM5,D,X,0.551
64,2014,NM5,R,R,0.239
65,2014,NM5,D,D,0.782
66,2014,NM5,R,R,0.213
67,2014,NM5,R,R,0.267
68,2014,NM5,R,X,0.409
69,2014,NM5,D,D,0.694
70,2014,NM5,D,D,0.684
1,2016,NM5,R,R,0.243
2,2016,NM5,R,R,0.280
3,2016,NM5,R,R,0.214
4,2016,NM5,R,X,0.457
5,2016,NM5,D,D,0.717
6,2016,NM5,D,D,0.691
7,2016,NM5,R,R,0.435
8,2016,NM5,R,R,0.383
9,2016,NM5,D,D,0.732
10,2016,NM5,D,D,0.663
11,2016,NM5,D,D,0.764
12,2016,NM5,D,D,0.709
13,2016,NM5,D,D,0.711
14,2016,NM5,D,D,0.743
15,2016,NM5,R,X,0.468
16,2016,NM5,D,D,0.630
17,2016,NM5,D,D,0.654
18,2016,NM5,D,D,0.808
19,2016,NM5,D,D,0.773
20,2016,NM5,R,X,0.423
21,2016,NM5,D,D,0.641
22,2016,NM5,R,R,0.438
23,2016,NM5,D,X,0.504
24,2016,NM5,D,X,0.523
25,2016,NM5,D,D,0.659
26,2016,NM5,D,D,0.634
27,2016,NM5,R,X,0.415
28,2016,NM5,R,X,0.444
29,2016,NM5,R,X,0.500
30,2016,NM5,R,X,0.478
31,2016,NM5,R,R,0.396
32,2016,NM5,D,D,0.513
33,2016,NM5,D,D,0.646
34,2016,NM5,D,D,0.689
35,2016,NM5,D,D,0.629
36,2016,NM5,D,X,0.565
37,2016,NM5,D,X,0.525
38,2016,NM5,R,R,0.452
39,2016,NM5,D,X,0.511
40,2016,NM5,D,D,0.684
41,2016,NM5,D,D,0.751
42,2016,NM5,D,D,0.777
43,2016,NM5,D,D,0.588
44,2016,NM5,R,R,0.398
45,2016,NM5,D,D,0.775
46,2016,NM5,D,D,0.779
47,2016,NM5,D,D,0.789
48,2016,NM5,D,D,0.783
49,2016,NM5,R,R,0.392
50,2016,NM5,D,D,0.585
51,2016,NM5,R,R,0.342
52,2016,NM5,D,D,0.667
53,2016,NM5,R,X,0.487
54,2016,NM5,R,R,0.294
55,2016,NM5,R,R,0.269
56,2016,NM5,R,R,0.314
57,2016,NM5,R,R,0.450
58,2016,NM5,R,R,0.375
59,2016,NM5,R,R,0.287
60,2016,NM5,R,R,0.413
61,2016,NM5,R,R,0.301
62,2016,NM5,R,R,0.219
63,2016,NM5,D,X,0.527
64,2016,NM5,R,R,0.245
65,2016,NM5,D,D,0.767
66,2016,NM5,R,R,0.242
67,2016,NM5,R,R,0.317
68,2016,NM5,R,X,0.465
69,2016,NM5,D,D,0.665
70,2016,NM5,D,D,0.698
1,2018,NM5,R,R,0.247
